发起实例,目标实例,互动次数
expressional.social,hachyderm.io,2
cyberpunk.lol,cyberpunk.lol,26
mastodon.gal,mastodon.gal,11
mstdn.ca,autistics.life,3
mstdn.ca,mast.hpc.social,2
mstdn.ca,ottawa.place,49
mstdn.ca,nextham.duckdns.org,6
mstdn.ca,en.osm.town,2
mstdn.ca,m.ai6yr.org,19
aklp.club,clew.lol,1
saturation.social,saturation.social,1
mstdn.nagito.net,mstdn.nagito.net,1
mstdn.ca,doomscroller.social,4
mstdn.ca,climatejustice.social,7
mstdn.ca,babka.social,8
mstdn.ca,setouchi.social,1
timetheft.social,timetheft.social,5
literatur.social,literatur.social,13
toot.ale.gd,toot.ale.gd,4
mstdn.ca,g0v.social,2
mstdn.ca,theatl.social,1
mstdn.ca,rssfeed.media,3
mastodon.me.uk,mastodon.me.uk,25
pray.angelos.shop,pray.angelos.shop,3
social.anoxinon.de,social.anoxinon.de,3
social.sciences.re,social.sciences.re,29
toot.net-pbx.com,toot.me.uk,1
toot.net-pbx.com,functional.cafe,2
udongein.xyz,annihilation.social,1
udongein.xyz,snac.bsd.cafe,1
annihilation.social,pl.starnix.network,1
annihilation.social,lab.nyanide.com,9
annihilation.social,udongein.xyz,6
annihilation.social,blob.cat,1
annihilation.social,social.hendrixgames.com,1
annihilation.social,socially.drinkingatmy.computer,3
annihilation.social,cum.salon,32
miniwa.moe,miniwa.moe,5
annihilation.social,subs4social.xyz,4
biologists.social,biologists.social,1
eientei.org,shitposter.world,10
lab.nyanide.com,lab.nyanide.com,28
eientei.org,ak.kyaruc.moe,4
gigaohm.bio,gigaohm.bio,15
www.librepunk.club,www.librepunk.club,3
detroitriotcity.com,loli.church,1
ariesmc21.com,ariesmc21.com,1
discuss.systems,discuss.systems,21
annihilation.social,freeatlantis.com,14
fedi.furfag.biz,socially.drinkingatmy.computer,1
fedi.furfag.biz,shitposter.world,2
mstdn.ca,deacon.social,2
mstdn.ca,rail.chat,1
mstdn.ca,flipboard.social,3
chaosfem.tw,thingy.social,4
chaosfem.tw,mstdn.party,1
chaosfem.tw,eldritch.cafe,1
chaosfem.tw,thicc.horse,1
chaosfem.tw,eigenmagic.net,1
chaosfem.tw,hugz.online,5
chaosfem.tw,mastodon.scot,1
mstdn.ca,hci.social,4
mstdn.ca,tweesecake.social,28
mstdn.ca,types.pl,8
annihilation.social,seal.cafe,9
annihilation.social,mostr.pub,11
annihilation.social,whinge.town,1
whinge.town,ryona.agency,2
whinge.town,mai.waifuism.life,3
whinge.town,annihilation.social,2
shortstacksran.ch,eientei.org,5
gearlandia.haus,gearlandia.haus,29
annihilation.social,spinster.xyz,13
annihilation.social,miraiverse.xyz,1
annihilation.social,the.asbestos.cafe,1
annihilation.social,fsebugoutzone.org,33
linfan.moe,yourwalls.today,6
defcon.social,defcon.social,6
mastodon.de,social.tchncs.de,7
mastodon.de,dresden.network,5
jade.moe,jade.moe,1
rebel.ar,rebel.ar,3
social.chiefgyk3d.com,social.chiefgyk3d.com,4
social.wildeboer.net,social.wildeboer.net,9
thegoatery.dyndns.org,mas.to,1
thegoatery.dyndns.org,thegoatery.dyndns.org,4
mstdn.ca,mastodon.nz,15
mstdn.ca,econtwitter.net,4
seal.cafe,clubcyberia.co,12
seal.cafe,poa.st,15
annihilation.social,girlboss.gaslight.love,8
gensokyo.social,gensokyo.social,2
toot.cafe,toot.cafe,29
annihilation.social,shitposter.world,28
detroitriotcity.com,www.minds.com,2
detroitriotcity.com,noauthority.social,5
detroitriotcity.com,mastodon.social,1
detroitriotcity.com,shitposter.world,7
fedi.absturztau.be,mk.absturztau.be,3
fedi.absturztau.be,tuusin.misono-ya.info,1
photog.social,photog.social,6
labyrinth.social,labyrinth.social,1
0.0n.ee,gameguard.moe,1
mstdn.ca,mas.corq.co,2
muenster.im,muenster.im,1
pointless.chat,pointless.chat,46
umbracocommunity.social,umbracocommunity.social,2
pokemon.mastportal.info,pokemon.mastportal.info,34
comunidad.nvda.es,comunidad.nvda.es,3
social.dropbear.xyz,social.dropbear.xyz,1
microbe.vital.org.nz,microbe.vital.org.nz,2
liberdon.com,liberdon.com,11
pkm.social,pkm.social,8
girlboss.gaslight.love,greatape.casa,4
girlboss.gaslight.love,fedi.furfag.biz,4
town.voyager.blue,town.voyager.blue,32
vixen.zone,vixen.zone,2
kpop.social,kpop.social,5
mstdn.ca,journa.host,16
mstdn.ca,thecanadian.social,20
mstdn.ca,isfeeling.social,1
mikuobsession.net,mikuobsession.net,2
freefree.ps,freefree.ps,4
daydream.ink,daydream.ink,3
donotsta.re,tech.lgbt,4
gamedev.lgbt,gamedev.lgbt,10
ak.ari.lt,plasmatrap.com,2
ak.ari.lt,178-79-132-43.ip.linodeusercontent.com,1
ak.ari.lt,ak.ari.lt,2
jam.xwx.moe,mamutovo.cz,1
jam.xwx.moe,mastodonczech.cz,1
jam.xwx.moe,cztwitter.cz,1
annihilation.social,mitra.taihou.website,1
persadon.com,persadon.com,2
social.trom.tf,fosstodon.org,1
mstdn.ca,socel.net,1
mstdn.ca,glasgow.social,1
vmst.io,vmst.io,11
gearlandia.haus,poa.st,19
gearlandia.haus,mugicha.club,4
triangletoot.party,triangletoot.party,4
connectop.us,connectop.us,1
social.vlhl.dev,pl.dav1d.xyz,1
social.vlhl.dev,hachyderm.io,2
social.vlhl.dev,plasmatrap.com,1
social.vlhl.dev,transfem.social,5
social.vlhl.dev,greatape.casa,2
social.vlhl.dev,functional.cafe,2
social.vlhl.dev,tech.lgbt,3
social.vlhl.dev,social.vlhl.dev,10
writing.exchange,writing.exchange,12
chattrbx.com,chattrbx.com,2
muenchen.social,muenchen.social,10
die-partei.social,die-partei.social,4
dabr.ca,dabr.ca,3
social.cologne,social.cologne,73
stefanbohacek.online,stefanbohacek.online,18
akko.quad.moe,akko.quad.moe,9
social.net.ua,social.net.ua,1
annihilation.social,pkteerium.xyz,7
ecoevo.social,ecoevo.social,4
annihilation.social,mstdn.starnix.network,3
annihilation.social,yourwalls.today,4
floofy.tech,floofy.tech,4
whinge.town,wl0.9ch.nl,18
whinge.town,poa.st,4
girlboss.gaslight.love,lizards.live,11
girlboss.gaslight.love,clew.lol,9
girlboss.gaslight.love,wl0.9ch.nl,9
girlboss.gaslight.love,mitra.taihou.website,14
girlboss.gaslight.love,dirtyknight.life,2
girlboss.gaslight.love,noauthority.social,1
girlboss.gaslight.love,lab.nyanide.com,4
douchi.space,douchi.space,2
spinster.xyz,imm.erge.to,2
decayable.ink,shitpost.cloud,12
decayable.ink,imm.erge.to,1
decayable.ink,fsebugoutzone.org,12
raptol.net,raptol.net,8
pleroma.autogeree.net,mathstodon.xyz,1
shitpost.cloud,shortstacksran.ch,3
mstdn.ca,fedi.ml,1
mstdn.ca,neuromatch.social,4
mstdn.ca,aus.social,34
mstdn.ca,nerdculture.de,2
mstdn.ca,better.boston,2
allovertheplace.ca,procrastodon.net,4
allovertheplace.ca,allovertheplace.ca,4
allovertheplace.ca,mstdn.ca,2
mstdn.ca,neurodifferent.me,2
mstdn.ca,meow.social,2
mstdn.ca,social.horrorhub.club,2
mstdn.ca,genomic.social,3
mstdn.ca,floss.social,2
mstdn.ca,bofh.social,1
mstdn.ca,apobangpo.space,2
layer8.space,layer8.space,7
netzsphaere.xyz,yourwalls.today,2
netzsphaere.xyz,fedi.getimiskon.xyz,6
netzsphaere.xyz,the.asbestos.cafe,8
netzsphaere.xyz,mai.waifuism.life,2
mastodon.education,mastodon.education,3
federated.press,federated.press,1
seal.cafe,nicecrew.digital,19
scicomm.xyz,scicomm.xyz,5
mastodon.design,mastodon.design,6
pkteerium.xyz,nicecrew.digital,1
pkteerium.xyz,freeatlantis.com,2
chaosfem.tw,friendsofdesoto.social,1
chaosfurs.social,chaosfurs.social,1
void.lgbt,brain.worm.pink,5
void.lgbt,possum.city,1
void.lgbt,ice.arimelody.me,3
vis.social,vis.social,1
mastodon.de,norden.social,12
shitpost.cloud,shitpost.cloud,14
androiddev.social,androiddev.social,2
shitpost.cloud,mugicha.club,5
iyasaretai.pw,iyasaretai.pw,4
front-end.social,front-end.social,7
social.teia.bio.br,plural.masdivago.cc,1
mstdn.ca,toottoot.eu,1
mstdn.ca,threads.net,21
mstdn.ca,masto.deoan.org,1
camp.smolnet.org,camp.smolnet.org,3
bildung.social,bildung.social,6
101010.pl,101010.pl,1
shitpost.cloud,5dollah.click,2
jade.moe,www.librepunk.club,1
decayable.ink,postnstuffds.lol,18
decayable.ink,vive.im,1
hcommons.social,hcommons.social,6
annihilation.social,decayable.ink,48
whinge.town,fedi.bungle.online,1
yourwalls.today,transfem.social,1
yourwalls.today,buff.tomboyfan.club,1
yourwalls.today,shitposter.world,1
mstdn.ca,gaypirates.club,1
akko.wtf,labyrinth.zone,2
udongein.xyz,mk.absturztau.be,1
udongein.xyz,tech.lgbt,1
akko.wtf,snug.moe,1
mastodon.de,ohai.social,2
akk.fedcast.ch,swiss.social,1
akk.fedcast.ch,chaos.social,2
akk.fedcast.ch,troet.cafe,1
akk.fedcast.ch,mastodon.online,2
akk.fedcast.ch,mastodon.green,1
akk.fedcast.ch,mastodon.world,1
mstdn.ca,not.an.evilcyberhacker.net,1
mstdn.ca,friendica.myportal.social,4
mstdn.ca,venera.social,2
mstdn.ca,crooklyn.social,2
mstdn.ca,christmas.tattoo,2
mstdn.ca,witter.cz,4
mstdn.ca,masto.ai,30
social.xenofem.me,fedi.aria.dog,1
social.xenofem.me,netzsphaere.xyz,3
fe.disroot.org,mastodon.ml,2
mastodon.juggler.jp,mastodon.juggler.jp,19
mastodon.la,mastodon.la,15
toot.lv,toot.lv,5
kancolle.social,kancolle.social,3
wspanialy.eu,mastodon.online,1
socially.drinkingatmy.computer,lain.com,2
lain.com,netzsphaere.xyz,2
seal.cafe,shitpost.cloud,3
seal.cafe,shitposter.world,11
seal.cafe,socially.drinkingatmy.computer,2
seal.cafe,lizards.live,10
seal.cafe,catposter.club,1
seal.cafe,fedi.layer02.net,2
seal.cafe,ak.kyaruc.moe,1
seal.cafe,honk.moe,3
seal.cafe,stereophonic.space,1
seal.cafe,mostr.pub,5
girlboss.gaslight.love,fsebugoutzone.org,8
girlboss.gaslight.love,brain.worm.pink,3
mstdn.ca,convo.casa,2
mstdn.ca,bookstodon.com,4
gigaohm.bio,poa.st,1
gigaohm.bio,mostr.pub,1
girlboss.gaslight.love,netzsphaere.xyz,26
mstdn.ca,sauropods.win,23
mstdn.ca,turtleisland.social,4
mstdn.ca,woof.group,2
mstdn.ca,growers.social,2
mstdn.ca,mastodon.uno,2
mstdn.ca,mindly.social,18
mstdn.ca,wetdry.world,1
mstdn.ca,todon.nl,2
mstdn.ca,fnordon.de,2
brain.worm.pink,social.xenofem.me,6
social.ridetrans.it,social.ridetrans.it,4
mastodon.iow.social,mastodon.iow.social,1
social.hatsusixty.in,social.vlhl.dev,1
social.hatsusixty.in,ck.catwithaclari.net,2
social.hatsusixty.in,is-a.wyvern.rip,1
fedi.hyperreal.coffee,fedi.hyperreal.coffee,2
mstdn.ca,mamot.fr,7
mstdn.ca,masto.pt,1
mstdn.ca,berlin.social,1
mstdn.ca,vt.social,1
social.mottokrosh.com,social.mottokrosh.com,1
mastodon.de,graz.social,3
mastodon.de,fairmove.net,2
posting.lolicon.rocks,misskey.bubbletea.dev,1
posting.lolicon.rocks,nicecrew.digital,1
decayable.ink,parcero.bond,1
florp.social,girldick.gay,3
florp.social,tech.lgbt,1
mstdn.ca,lgbtqia.space,7
mstdn.ca,kitty.social,2
tiggi.es,tiggi.es,9
the.asbestos.cafe,the.asbestos.cafe,54
piraten-partei.social,piraten-partei.social,5
ruhr.social,ruhr.social,11
freesoftwareextremist.com,mai.waifuism.life,2
freesoftwareextremist.com,fops.cloud,1
freesoftwareextremist.com,outerheaven.club,1
genserver.social,eigenmagic.net,1
genserver.social,mastodon.nz,1
mastodon-belgium.be,mastodon-belgium.be,4
socially.drinkingatmy.computer,the.asbestos.cafe,1
socially.drinkingatmy.computer,suya.place,2
socially.drinkingatmy.computer,subby.solutions,1
socially.drinkingatmy.computer,greatape.casa,1
mstdn.ca,med-mastodon.com,10
mstdn.ca,archaeo.social,1
mstdn.ca,pawb.fun,3
annihilation.social,merovingian.club,12
shpposter.club,tuusin.misono-ya.info,4
brain.worm.pink,freerobuxextremist.com,1
brain.worm.pink,masto.doskel.net,1
brain.worm.pink,void.lgbt,12
brain.worm.pink,dirtyknight.life,1
sonomu.club,sonomu.club,2
gearlandia.haus,mstdn.starnix.network,2
gearlandia.haus,guns.krackhou.se,1
gearlandia.haus,whinge.town,2
eientei.org,the.asbestos.cafe,4
critter.cafe,critter.cafe,15
akko.wtf,mai.waifuism.life,1
soc.ottr.uk,soc.ottr.uk,2
pkteerium.xyz,noauthority.social,1
f.kawa-kun.com,masto.doskel.net,1
f.kawa-kun.com,f.kawa-kun.com,1
toot.lgbt,toot.lgbt,2
junimo.party,toot.garden,4
junimo.party,junimo.party,2
mastodon.stickbear.me,tweesecake.social,17
donotsta.re,fearness.org,2
donotsta.re,catboy.baby,3
donotsta.re,bark.lgbt,2
donotsta.re,toot.kif.rocks,1
donotsta.re,cooltrans.men,1
solarpunk.moe,solarpunk.moe,5
mammut.gogreenit.net,mammut.gogreenit.net,2
florp.social,mk.cpluspatch.com,7
florp.social,cyberpunk.lol,1
mstdn.ca,cupoftea.social,4
mastodon.cardina1.red,mastodon.cardina1.red,15
vrc-ins.net,vrc-ins.net,3
friendica.eskimo.com,mastodon.social,3
ak.kazuma.family,mastodon.social,1
social.shadowkat.net,woem.men,1
seal.cafe,tuusin.misono-ya.info,2
seal.cafe,cawfee.club,2
skyhook.monster,skyhook.monster,1
eveningzoo.club,eveningzoo.club,20
eveningzoo.club,poster.place,1
mastodon.cr,mastodon.cr,1
super-gay.co,super-gay.co,1
mastodon.vierkantor.com,mastodon.vierkantor.com,1
kvlt.zone,kvlt.zone,1
social.masto.host,social.masto.host,1
drupal.community,drupal.community,1
flyovercountry.social,flyovercountry.social,1
fedi.rrr.sh,fedi.rrr.sh,1
trans.enby.town,trans.enby.town,2
sacred.harpy.faith,mast.shitpostbot.com,1
mastodon.tn,mastodon.tn,2
social.b0t.at,social.b0t.at,9
ilja.space,pleroma.soykaf.com,1
mastodon.hardcoredevs.com,mastodon.hardcoredevs.com,1
social.lainon.life,shota.house,1
forum.virctuary.com,forum.virctuary.com,2
social.losno.co,social.losno.co,1
plrm.podcastalot.com,bundyo.com,1
mastodon.likids.info,mastodon.likids.info,2
xelebre.com,xelebre.com,20
social.nomagic.uk,mamot.fr,1
curttech.com,curttech.com,1
brvt.telent.net,brvt.telent.net,2
pleroma.pch.net,mastodon.online,1
a.bloodyno.se,a.bloodyno.se,1
vostain.net,convo.casa,1
ms.cratonsed.ge,ms.cratonsed.ge,5
trans.house,trans.house,1
social.unx.pw,social.unx.pw,2
social.perceptiveconstructs.com,federate.social,1
schuppentier.social,schuppentier.social,1
500plus.slavistapl.eu.org,mastodon.social,1
soc.feditime.com,snac.smithies.me.uk,1
remotelab.uk,remotelab.uk,1
typing.ink,typing.ink,1
ostatus.ikeji.ma,p.tatapa.org,1
pleroma.xyenon.bid,bcom.moe,1
buttplug.engineer,buttplug.engineer,1
ambrosia.cafe,bitbang.social,1
akko.gay-garden.no,akko.gay-garden.no,1
toot.rainbow-100.com,bitbang.social,1
asso.lgbt,asso.lgbt,5
goblin.masto.host,goblin.masto.host,2
agora-thinktanks.social,agora-thinktanks.social,3
toots.sahilister.in,toots.sahilister.in,1
toots.im,toots.im,1
dreamersreality.dev,dreamersreality.dev,1
zia.io,cyberplace.social,1
social.tomstu.art,social.tomstu.art,2
rawr.sillydragon.ca,electric.marf.space,2
intuitivefuture.com,intuitivefuture.com,1
apub.abstract.properties,club.pati.to,1
sparkgap.marsfreeradio.org,sparkgap.marsfreeradio.org,2
social.defenestrate.it,gultsch.social,1
foxylo.xyz,mastodon.scot,1
inne.city,fnordon.de,2
raj.lol,raj.lol,2
hi.lysianth.us,hi.lysianth.us,1
mwtaylor.social,mwtaylor.social,1
sns.dougetsusha.com,sns.dougetsusha.com,1
pleroma.zabaglione.net,mastodon.social,1
norn.moe,baraag.net,1
m.in0rdr.ch,unfug.social,1
blue.syaku.me,blue.syaku.me,1
chitter.xyz,chitter.xyz,11
fediscience.org,fediscience.org,61
dresden.network,dresden.network,15
bark.lgbt,bark.lgbt,14
eientei.org,mitra.taihou.website,1
brain.worm.pink,social.translunar.academy,3
brain.worm.pink,tau-ceti.space,1
brain.worm.pink,linfan.moe,12
a.bloodyno.se,tech.lgbt,1
mastodon.gomzik.xyz,mastodon.gomzik.xyz,4
fedi.feministwiki.org,shitposter.world,1
fabler.su,m.ocsf.in,2
fabler.su,fabler.su,1
mstdn.ca,famichiki.jp,36
mstdn.ca,mstdn.plus,1
allships.run,allships.run,1
djsumdog.com,shitposter.world,3
body.social,body.social,14
djsumdog.com,clubcyberia.co,1
infosec.place,infosec.place,2
mastodon.balamb.fr,mastodon.balamb.fr,2
shitposter.world,shitpost.cloud,2
shitposter.world,varishangout.net,14
shitposter.world,girlboss.gaslight.love,2
shitposter.world,lizards.live,5
shitposter.world,mugicha.club,3
shitposter.world,snac.lab8.cz,2
shitposter.world,clew.lol,4
woof.tech,woof.tech,3
artsio.com,artsio.com,2
xn--xxa.computer,xn--xxa.computer,4
fd.s4if.dev,sok.egois.org,1
mozilla.social,mozilla.social,6
social.fbxl.net,djsumdog.com,1
social.fbxl.net,poa.st,2
social.fbxl.net,www.minds.com,1
mstdn.ca,social.mushroomfm.com,2
www2.kt2003.info,www2.kt2003.info,2
shahu.ski,shahu.ski,2
msky.41kg.com,msky.41kg.com,1
mstdn.home.neso.tech,mstdn.home.neso.tech,1
mstdn.dgm.pw,mstdn.dgm.pw,3
mastodon.irohanano.nl,mastodon.irohanano.nl,2
666.glitchwit.ch,666.glitchwit.ch,2
kill-corporations.enterprises,kill-corporations.enterprises,5
kill-corporations.enterprises,brain.worm.pink,3
fluf.club,fluf.club,21
mastobate.social,arabi.gay,1
gayrobot.club,gayrobot.club,1
fedi.aria.dog,fedi.aria.dog,1
fedi.aria.dog,brain.worm.pink,1
netzsphaere.xyz,whinge.town,1
netzsphaere.xyz,brotka.st,3
vm.io,vm.io,5
seal.cafe,mai.waifuism.life,1
decayable.ink,misskey.io,1
mastodon.org.uk,mastodon.org.uk,1
yourwalls.today,estrogen.network,1
akko.isabelroses.com,florp.social,5
social.tudbut.de,social.tudbut.de,2
lile.cl,lile.cl,8
trees.social,trees.social,3
bibletalk.social,bibletalk.social,5
rpgmaker.cafe,rpgmaker.cafe,2
social.consoledated.com,social.consoledated.com,2
mstdn.c4jhr.org,mstdn.c4jhr.org,3
medic.cafe,medic.cafe,1
declin.eu,shitposter.world,2
mastodon.earth,mastodon.earth,1
vocalfry.social,infosec.exchange,1
norn.moe,gameliberty.club,1
mstdn.ca,calckeymusic.social,1
mstdn.ca,epistolary.org,1
mstdn.ca,pixelfed.de,1
mstdn.ca,qoto.org,4
brain.worm.pink,sauropods.win,6
art-software.fr,plush.city,1
social.brittg.com,social.brittg.com,2
social.raitisoja.net,social.criminallycute.fi,1
netzsphaere.xyz,mitra.taihou.website,11
is.badat.dev,donotsta.re,4
is.badat.dev,toot.kif.rocks,1
social.gl-como.it,puntarella.party,2
arielfinn.social,arielfinn.social,8
industryplant.club,industryplant.club,17
mastodon.mariobreskic.de,mastodon.mariobreskic.de,1
social.luxiferapp.com,pleroma.chagratt.site,1
beach.city,beach.city,8
gigaohm.bio,spinster.xyz,1
masto.batichi.net,masto.batichi.net,2
que.pasa.co,que.pasa.co,1
mstdn.ca,social.bau-ha.us,1
mstdn.ca,me.dm,3
mstdn.ca,toad.social,8
a.lufimianet.jp,a.lufimianet.jp,1
snabelen.no,snabelen.no,8
akko.quad.moe,mstdn.io,6
sciences.social,sciences.social,10
ika.queloud.net,ika.queloud.net,6
mstdn.asterism.xyz,mstdn.asterism.xyz,2
webperf.social,webperf.social,2
mastodon.progaccess.net,mastodon.progaccess.net,1
nerdculture.de,nerdculture.de,2
mastodon.coffee-break.cc,mastodon.coffee-break.cc,1
misskey.seitendan.com,misskey.seitendan.com,1
don.kenmo.fm,don.kenmo.fm,2
hellspawn.gay,wetdry.world,4
nunu.fedicity.net,nunu.fedicity.net,3
mstdn-jp.site,mstdn-jp.site,14
misskey.t1nyb0x.cloud,misskey.t1nyb0x.cloud,1
expressional.social,progressivecafe.social,2
sacred.harpy.faith,poa.st,5
sacred.harpy.faith,clubcyberia.co,6
sacred.harpy.faith,cawfee.club,1
chaosfem.tw,mendeddrum.org,1
netzsphaere.xyz,ak.kyaruc.moe,2
brain.worm.pink,kill-corporations.enterprises,8
annihilation.social,fedi.layer02.net,3
social.nove-b.dev,social.nove-b.dev,1
kooapp.org,mastodon.social,4
kooapp.org,ursal.zone,1
social.ncot.uk,social.ncot.uk,2
netzsphaere.xyz,annihilation.social,3
decayable.ink,breastmilk.club,4
astrodon.social,astrodon.social,1
social.lainon.life,clubcyberia.co,1
brain.worm.pink,yourwalls.today,14
brain.worm.pink,transfem.social,4
jontka.fi,jontka.fi,1
shigusegubu.club,akko.quad.moe,1
justbros.xyz,pl.kitsunemimi.club,1
toots.ravenoak.dev,toots.ravenoak.dev,1
mstdn.fr,mstdn.fr,10
friend.enby-box.de,sueden.social,1
spinster.xyz,cawfee.club,6
mstdn.ca,social.dinn.ca,10
mstdn.ca,social.vivaldi.net,12
poofion.com,poofion.com,6
mstdn.v-elf.com,mstdn.v-elf.com,3
skypost.space,skypost.space,1
cosmedn.net,cosmedn.net,2
spinster.xyz,genderheretics.xyz,2
miniwa.moe,a.n0id.space,1
8bit.red,8bit.red,1
tl1.yumenosora.net,ukadon.shillest.net,1
akko.wtf,woem.men,3
akko.wtf,miau.jeder.pl,1
social.fabienphoto.eu,piaille.fr,2
fedi.getimiskon.xyz,fearness.org,3
fedi.worf.win,mastodon.social,2
fuzzies.wtf,fuzzies.wtf,3
hellspawn.gay,snug.moe,2
hellspawn.gay,socially.drinkingatmy.computer,1
hellspawn.gay,lizards.live,2
hellspawn.gay,labyrinth.zone,3
hellspawn.gay,mk.moth.zone,5
girlboss.gaslight.love,mk.noob.quest,2
girlboss.gaslight.love,whinge.town,3
seal.cafe,amala.schwartzwelt.xyz,2
mast.dragon-fly.club,mast.dragon-fly.club,3
hci.social,hci.social,6
netzsphaere.xyz,movsw.0x0.st,9
netzsphaere.xyz,poa.st,2
configure.ac,configure.ac,1
mstdn.ca,mastodon.murkworks.net,1
mstdn.ca,retro.pizza,2
mstdn.ca,spacey.space,1
mstdn.ca,kind.social,9
mstdn.ca,petrous.vislae.town,3
mstdn.ca,fed.sbcloud.cc,1
mstdn.ca,stranger.social,11
mstdn.ca,cutie.city,2
mstdn.ca,evil.social,1
chaosfem.tw,circumstances.run,1
chaosfem.tw,sakurajima.moe,1
masto.nyc,masto.nyc,3
publichouse.mensgardening.club,publichouse.mensgardening.club,1
epsilon-ix.masto.host,epsilon-ix.masto.host,1
theblower.au,theblower.au,4
annihilation.social,clew.lol,16
arc-en-ciel.hostdon.ne.jp,arc-en-ciel.hostdon.ne.jp,3
mastodon.energy,mastodon.energy,8
tacobelllabs.net,tacobelllabs.net,4
gameliberty.club,gameliberty.club,1
detroitriotcity.com,annihilation.social,3
detroitriotcity.com,majestic12.airforce,1
detroitriotcity.com,shota.house,2
outerheaven.club,outerheaven.club,8
detroitriotcity.com,moar.cachapa.xyz,1
glasgow.social,glasgow.social,3
wspanialy.eu,101010.pl,1
akko.contref.eu,akko.contref.eu,1
detroitriotcity.com,the.asbestos.cafe,1
systemli.social,systemli.social,2
mastodon.stickbear.me,fwoof.space,14
mastodon.stickbear.me,mstdn.games,4
crystallake.camp,crystallake.camp,1
mstdn.ca,dads.cool,2
climatejustice.global,climatejustice.global,11
otadon.com,otadon.com,3
gingadon.com,gingadon.com,3
tuusin.misono-ya.info,shitposter.world,23
cyberplace.social,cyberplace.social,5
mastodon.autostatic.net,mastodon.autostatic.net,1
social.shadowkat.net,social.shadowkat.net,4
social.shadowkat.net,dumbfuckingweb.site,1
tilde.zone,tilde.zone,9
eveningzoo.club,fsebugoutzone.org,6
eveningzoo.club,clew.lol,7
eveningzoo.club,freeatlantis.com,1
bbbdn.jp,bbbdn.jp,5
majestic12.airforce,postnstuffds.lol,7
majestic12.airforce,fsebugoutzone.org,2
iddqd.social,clubcyberia.co,4
shitpost.cloud,0.5dollah.click,1
shitpost.cloud,mostr.pub,1
smithtodon.org,smithtodon.org,1
chaosfem.tw,thetransagenda.gay,1
chaosfem.tw,mastodon.me.uk,1
netzsphaere.xyz,comp.lain.la,4
netzsphaere.xyz,pleroma.soykaf.com,4
netzsphaere.xyz,greatape.casa,2
netzsphaere.xyz,clew.lol,6
clew.lol,postnstuffds.lol,4
social.horrorhub.club,social.horrorhub.club,2
fxckedtodeath.org,fxckedtodeath.org,1
annihilation.social,brain.worm.pink,1
sardina.love,sardina.love,2
mstdn.ca,boing.world,1
mstdn.ca,dice.camp,5
mstdn.ca,xoxo.zone,3
mstdn.ca,krigskunst.social,2
deep-abyss.cloud,deep-abyss.cloud,25
akko.erincandescent.net,phantomthieves.net,1
masto.pt,masto.pt,5
pleroma.pch.net,androiddev.social,1
floofy.tech,transfem.social,1
fedi.furfag.biz,clubcyberia.co,3
i-love.liloandstit.ch,i-love.liloandstit.ch,1
mstdn.ca,progressivecafe.social,2
mstdn.ca,ioc.exchange,2
mstdn.ca,digipres.club,1
clew.lol,pl.kitsunemimi.club,1
seal.cafe,sauropods.win,1
seal.cafe,social.teci.world,1
seal.cafe,fluffytail.org,1
floofy.tech,chitter.xyz,6
pleroma.envs.net,pleroma.envs.net,5
spinster.xyz,mastodon.online,1
annihilation.social,shitpost.cloud,4
annihilation.social,pieville.net,3
annihilation.social,social.bau-ha.us,1
canada.masto.host,canada.masto.host,2
fedi.treeoflifecomic.com,fedi.treeoflifecomic.com,1
postnstuffds.lol,decayable.ink,2
mastodon.zunda.ninja,mastodon.zunda.ninja,6
spore.social,spore.social,18
mstdn.ca,mastodon.stevesworld.co,2
mstdn.ca,cloudisland.nz,4
mstdn.ca,vmst.io,5
pfalz.social,pfalz.social,2
ak.ari.lt,shrimp.jo.wtf,2
ak.ari.lt,woem.men,2
ak.kawen.space,ak.kawen.space,3
wspanialy.eu,mastodon.social,1
social.saarland,social.saarland,1
fediverse.randomfoo.net,mathstodon.xyz,1
mastouille.fr,mastouille.fr,3
social.shadowkat.net,mk.asie.pl,1
social.shadowkat.net,transfem.social,1
girlboss.gaslight.love,hollow.raccoon.quest,1
mstdn.ca,shumai.xyz,1
mstdn.ca,scholar.social,6
mstdn.ca,mastodon.stickbear.me,22
mstdn.ca,polyglot.city,1
hellspawn.gay,woem.men,4
boymilk.cafe,greatape.casa,3
guild.pmdcollab.org,guild.pmdcollab.org,1
girlboss.gaslight.love,brotka.st,1
girlboss.gaslight.love,mastodon.world,4
girlboss.gaslight.love,nicecrew.digital,2
wptoots.social,wptoots.social,1
mstdn.ca,handmade.social,2
eientei.org,sacred.harpy.faith,8
eientei.org,fedi.furfag.biz,1
eientei.org,sk.girlthi.ng,1
void.lgbt,void.lgbt,27
mastodon.rhys.wtf,mastodon.rhys.wtf,2
post.ebin.club,post.ebin.club,6
ashlande.rs,ashlande.rs,1
hispagatos.space,hispagatos.space,2
social.gl-como.it,mastodon.bida.im,1
social.gl-como.it,toot.liw.fi,2
social.gl-como.it,social.gl-como.it,1
girlboss.gaslight.love,outerheaven.club,1
social.silosneeded.com,shitpost.cloud,1
genserver.social,persadon.com,1
netzsphaere.xyz,outerheaven.club,1
dragonscave.space,dragonscave.space,7
florp.social,florp.social,5
mstdn.ca,appdot.net,4
