实例ID,内部回复数,内部转发数,内部点赞数,内部互动总数,跨实例主动回复数,跨实例主动转发数,跨实例主动点赞数,跨实例主动互动总数,跨实例被动回复数,跨实例被动转发数,跨实例被动点赞数,跨实例被动互动总数,跨实例总互动数
fwoof.space,2,1,4,7,0,39,40,79,28,4,16,48,127
rheinneckar.social,4,10,17,31,0,364,927,1291,0,61,179,240,1531
microscopic.network,0,0,0,0,0,0,7,7,0,0,0,0,7
mk.nekokaze.cc,0,0,0,0,0,3,14,17,0,0,0,0,17
masto.terabyte-computing.com,0,0,0,0,0,0,13,13,0,0,0,0,13
unstable.icu,1,0,0,1,0,15,76,91,0,0,0,0,91
social.opentalk.eu,0,0,0,0,0,0,0,0,0,3,7,10,10
r.town,0,0,0,0,0,4,3,7,0,0,2,2,9
sns.ogadra.com,0,0,0,0,0,0,1,1,0,0,0,0,1
social.olchis.net,0,0,0,0,0,1,0,1,0,0,0,0,1
tnku.co,0,0,0,0,0,0,4,4,0,0,1,1,5
ms.obak-key.com,7,0,0,7,0,24,5,29,0,0,0,0,29
frostmn.social,0,0,1,1,0,0,4,4,0,0,1,1,5
fedi.erabo.de,0,0,0,0,0,832,9,841,0,0,0,0,841
social.doma.dev,0,0,0,0,0,16,19,35,0,1,1,2,37
social.smekal.at,0,0,0,0,0,2,3,5,0,0,0,0,5
cmdr.social,0,0,1,1,0,5,15,20,0,0,0,0,20
el5.net,0,0,0,0,0,2,22,24,0,0,0,0,24
friendica.opensocial.space,0,0,0,0,0,92,86,178,1,0,0,1,179
dingdash.com,0,1,6,7,0,1,5,6,0,0,0,0,6
mastodon.elte.hu,0,0,0,0,0,4,0,4,0,0,0,0,4
udongein.xyz,0,3,2,5,10,14,88,112,6,14,31,51,163
nondeterministic.computer,0,0,0,0,0,0,0,0,1,0,0,1,1
shrimp.meow.company,0,0,0,0,0,3,50,53,0,0,0,0,53
social.maplecrew.org,0,0,0,0,0,6,3,9,0,0,0,0,9
social.vates.tech,0,2,0,2,0,0,0,0,0,0,2,2,2
argon.city,1,0,3,4,0,8,12,20,0,0,5,5,25
edi.social,0,0,0,0,0,0,0,0,0,24,97,121,121
fed.xnor.in,0,0,0,0,1,3,15,19,0,0,1,1,20
pub.sapzil.org,1,0,0,1,0,1,0,1,0,0,0,0,1
toots.drew.shoes,0,0,0,0,0,0,0,0,0,0,2,2,2
climatejustice.social,21,64,31,116,0,2829,2469,5298,12,832,1094,1938,7236
teatime.rocks,0,0,0,0,0,1,2,3,0,0,0,0,3
idiomdrottning.org,0,0,0,0,0,0,3,3,0,4,5,9,12
mastodon.blitz-netzwerk.de,0,0,0,0,0,4,37,41,0,0,0,0,41
dragonscave.space,7,42,30,79,0,543,432,975,79,46,78,203,1178
sk.girlthi.ng,0,0,0,0,0,2,9,11,1,0,0,1,12
mastodon.irohanano.nl,2,0,0,2,0,2,60,62,0,6,9,15,77
social.nokes.name,0,0,0,0,0,2,6,8,0,0,0,0,8
greenhill.zone,0,0,0,0,0,95,120,215,0,0,0,0,215
pinnipedia.fedicity.net,0,0,0,0,0,14,34,48,0,7,17,24,72
mastodon.replacementhipster.com,0,0,2,2,0,0,13,13,0,0,1,1,14
pleroma.makemake.site,0,0,0,0,0,1,1,2,0,0,0,0,2
remolino.town,0,0,0,0,0,9,3,12,0,0,0,0,12
spore.social,18,8,12,38,0,822,1717,2539,11,67,132,210,2749
essjax.com,0,0,0,0,0,1,18,19,0,0,0,0,19
mastodon.la,15,23,83,121,0,304,621,925,5,92,344,441,1366
mi.mashiro.site,0,0,0,0,0,3,7,10,0,0,0,0,10
lewacki.space,5,0,0,5,0,9,8,17,0,6,12,18,35
m.ipoac.nl,0,0,0,0,0,0,9,9,0,0,0,0,9
lemm.ee,0,0,0,0,0,0,3,3,1,0,0,1,4
harbour.cafe,0,0,0,0,0,0,3,3,0,0,3,3,6
mstdn.jnsk.info,0,0,0,0,0,0,10,10,0,3,14,17,27
fluffy.social,0,0,0,0,0,0,1,1,0,0,0,0,1
social.deuill.org,0,0,0,0,0,3,2,5,0,0,0,0,5
librosphere.fr,2,0,2,4,17,24,38,79,0,0,23,23,102
social.mkg20001.io,0,0,0,0,0,0,1,1,0,0,0,0,1
social.laia.ar,0,0,0,0,0,0,0,0,0,0,1,1,1
puddle.town,0,0,0,0,0,0,19,19,0,0,0,0,19
social.devries.frl,1,0,0,1,0,0,0,0,0,0,2,2,2
akko.chir.rs,0,0,0,0,0,8,12,20,0,2,11,13,33
mymath.rocks,0,0,0,0,0,1,2,3,0,0,0,0,3
hi.nighten.fr,0,0,0,0,1,7,31,39,0,1,2,3,42
toots.im,1,0,0,1,0,2,1,3,0,0,0,0,3
mastodon.nmaggioni.xyz,0,0,0,0,0,0,4,4,0,0,0,0,4
bloor.tw,1,1,0,2,0,1,3,4,0,3,20,23,27
no-outlet.com,1,0,0,1,0,0,7,7,0,0,0,0,7
fedi.suffix.be,0,0,0,0,0,1,1,2,0,0,0,0,2
social.jigmedatse.com,0,0,0,0,0,69,0,69,0,1,1,2,71
hard.blue,0,0,0,0,0,1,66,67,0,3,23,26,93
what.entire.website,0,0,0,0,1,0,0,1,0,0,0,0,1
social.genya0407.link,3,0,0,3,0,4,14,18,0,0,7,7,25
social.vwolfe.io,0,0,0,0,0,0,1,1,0,0,0,0,1
birds.town,0,0,0,0,0,92,370,462,0,0,0,0,462
i.cymaphore.net,0,0,0,0,0,21,157,178,0,0,0,0,178
m.verbum.cc,0,0,0,0,0,7,4,11,0,0,0,0,11
babka.social,0,0,0,0,0,476,948,1424,11,0,0,11,1435
social.tasartir.cz,0,0,0,0,0,0,1,1,0,0,0,0,1
mastodon.ml,0,0,0,0,0,609,748,1357,5,0,0,5,1362
social.purrucker.de,0,0,0,0,0,0,1,1,0,0,2,2,3
homoo.social,0,8,5,13,0,41,25,66,0,0,25,25,91
jamesgallagher.social,0,0,0,0,0,4,3,7,0,0,1,1,8
taco.cc,0,0,0,0,0,0,1,1,0,0,0,0,1
peoplemaking.games,5,2,10,17,0,306,909,1215,1,87,287,375,1590
mastodon.libreon.fr,0,0,0,0,0,5,3,8,0,0,1,1,9
pleroma.elinvention.ovh,0,0,0,0,1,4,4,9,0,0,0,0,9
beach.city,8,2,2,12,0,45,114,159,0,25,74,99,258
denvr.social,0,0,0,0,0,1,0,1,0,0,0,0,1
ak2.suzu-ya.info,0,0,0,0,0,3,1,4,0,2,2,4,8
fedi.lilahexe.top,0,0,0,0,0,2,3,5,0,0,0,0,5
mastodon.rxbrad.com,0,0,0,0,0,2,5,7,0,0,0,0,7
iztasocial.site,0,4,7,11,0,0,0,0,0,0,0,0,0
cloudpirat.es,0,0,0,0,0,0,2,2,0,0,0,0,2
social.keiths-place.com,1,0,0,1,0,6,7,13,0,2,1,3,16
varishangout.net,1009,1023,4446,6478,0,110,202,312,41,0,0,41,353
ak.kumis.industries,0,0,2,2,0,3,18,21,0,1,5,6,27
mastodon.gruenelin.de,0,0,0,0,0,0,3,3,0,0,0,0,3
pleroma.interhacker.space,1,0,0,1,1,8,2,11,0,0,1,1,12
woodworth.social,0,0,0,0,0,0,1,1,0,0,0,0,1
mastodon.mauve.moe,0,0,0,0,0,2,14,16,0,0,0,0,16
hatchee.bz,0,0,0,0,0,3,7,10,0,0,1,1,11
seafoam.space,0,0,1,1,5,24,74,103,1,2,7,10,113
mstdn.shalyu.run,0,0,0,0,0,7,13,20,0,0,0,0,20
masto.glorious-space.eu,1,0,0,1,0,10,9,19,0,0,0,0,19
xeno.glyphpress.com,0,1,0,1,0,220,16,236,1,8,11,20,256
social.chaotikum.org,0,0,0,0,0,34,49,83,0,0,2,2,85
brecht.pamphlets.me,0,0,0,0,0,0,4,4,0,0,0,0,4
toot.imowl.net,0,0,0,0,0,0,4,4,0,0,0,0,4
intahnet.co.uk,0,0,0,0,0,2,0,2,0,0,0,0,2
loðfíll.is,0,0,0,0,0,0,0,0,0,0,2,2,2
mastodon.social,19381,73019,184798,277198,0,73849,163253,237102,761,254570,411914,667245,904347
mstd.onl,0,0,0,0,0,0,0,0,0,1,2,3,3
gotosoc.tryptophonic.com,0,0,0,0,0,0,2,2,0,0,0,0,2
social.tandj-homelab.dev,0,0,0,0,0,1,17,18,0,0,0,0,18
twiukraine.com,5,1,28,34,0,98,645,743,0,9,24,33,776
social.techn1k.de,0,0,0,0,0,2,1,3,0,0,0,0,3
mastodon.uy,0,20,78,98,0,208,393,601,4,6,29,39,640
social.phillipjordan.com,0,0,0,0,0,1,2,3,0,0,0,0,3
doesthings.online,0,0,0,0,0,2,4,6,0,0,2,2,8
activitypub.mnethome.de,0,0,0,0,0,2,4,6,0,0,0,0,6
fedi.jaenis.ch,0,0,0,0,0,3,0,3,0,0,0,0,3
social.wikimedia.de,0,2,2,4,0,9,42,51,0,6,8,14,65
c.honnip.page,0,0,0,0,0,0,1,1,0,0,0,0,1
beamship.mpaq.org,0,2,0,2,0,202,211,413,0,2,0,2,415
fedi.winscloud.net,0,0,0,0,0,6,3,9,0,0,0,0,9
atx.pub,1,0,1,2,0,0,2,2,0,0,3,3,5
justinyost.social,0,0,0,0,0,3,4,7,0,2,0,2,9
awoo.town,0,1,1,2,0,1,12,13,0,0,4,4,17
comfy.blue,0,0,0,0,0,0,3,3,0,0,0,0,3
space-pirates.org,0,0,0,0,0,1,6,7,0,0,0,0,7
junkhub.org,0,0,0,0,0,8,9,17,0,0,0,0,17
rubi.gd,0,0,0,0,0,1,0,1,0,0,5,5,6
social.lsnet.eu,0,0,0,0,0,11,6,17,0,0,0,0,17
mastodon.durrans.com,0,0,0,0,0,5,0,5,0,0,3,3,8
mitexleo.one,0,0,1,1,0,11,70,81,0,6,7,13,94
mastodon.squarecows.com,0,0,0,0,0,8,7,15,0,1,0,1,16
pixel.tiggi.es,0,0,0,0,0,0,4,4,0,0,0,0,4
shrimply.social,0,0,0,0,0,1,1,2,0,0,0,0,2
misskey.bubbletea.dev,0,0,0,0,0,22,10,32,4,0,0,4,36
social.jcarbaugh.com,0,0,0,0,0,0,2,2,0,0,1,1,3
talkedabout.social,1,0,0,1,0,34,65,99,0,0,0,0,99
burningnebula.net,0,0,0,0,0,2,13,15,0,0,0,0,15
retr0.id,0,0,0,0,0,0,1,1,0,0,0,0,1
hub.moon.moe,0,0,0,0,0,4,6,10,0,0,0,0,10
darktundra.xyz,0,0,0,0,0,1,2,3,0,2,0,2,5
mattyaski.co,0,0,0,0,0,24,33,57,0,0,0,0,57
social.hyuki.net,0,0,0,0,0,0,3,3,0,0,1,1,4
carhenge.club,1,0,0,1,0,22,38,60,0,0,3,3,63
mastoot.fr,0,0,0,0,0,111,151,262,0,0,0,0,262
fediscience.org,61,38,31,130,0,1118,1563,2681,11,637,789,1437,4118
soc.feditime.com,0,0,0,0,3,11,40,54,0,3,14,17,71
m.rse43.com,0,0,0,0,0,0,1,1,0,0,0,0,1
lemmy.eco.br,0,0,0,0,0,8,18,26,0,0,0,0,26
terapeldigitaal.nl,0,0,0,0,0,1,0,1,0,0,0,0,1
social.mbbit.de,0,0,0,0,0,1,1,2,0,0,0,0,2
mastodon.dazed-gerbil.com,0,0,0,0,0,3,3,6,0,0,0,0,6
beep.flawbee.net,0,0,0,0,0,6,7,13,0,0,0,0,13
toot.coinfund.app,0,0,0,0,0,0,1,1,0,0,0,0,1
mellified.men,0,0,0,0,0,12,151,163,0,0,0,0,163
akkoma.becutewith.me,0,0,0,0,0,0,0,0,0,1,5,6,6
himagine.club,0,0,0,0,0,31,150,181,0,0,0,0,181
zeppelin.flights,0,0,0,0,0,8,29,37,0,0,0,0,37
chat.noelle.codes,0,0,0,0,0,0,6,6,0,0,0,0,6
declin.eu,0,0,0,0,6,0,0,6,2,0,4,6,12
cyberkiwi.social,0,0,0,0,0,1,2,3,0,0,0,0,3
federated.press,1,0,1,2,0,233,81,314,0,21,14,35,349
welsea.site,0,0,0,0,0,1,3,4,0,0,0,0,4
snaggletooth.life,0,0,0,0,0,5,13,18,0,0,1,1,19
arff.archandle.net,3,0,0,3,1,1,8,10,1,0,9,10,20
masto.bike,15,55,156,226,0,1244,2385,3629,0,77,504,581,4210
social.finkhaeuser.de,0,0,0,0,0,23,155,178,0,0,0,0,178
mastodon.c99.org,0,0,0,0,0,0,27,27,0,0,0,0,27
toot.ss23.geek.nz,0,0,0,0,0,0,1,1,0,0,0,0,1
social.rebellion.global,1,2,0,3,0,30,16,46,0,8,8,16,62
social.tchncs.de,186,395,976,1557,0,5950,11769,17719,16,2962,6151,9129,26848
mi.kyanos.one,0,0,0,0,0,4,32,36,0,0,0,0,36
fedi.walrusz.hu,0,0,0,0,0,1,0,1,0,0,0,0,1
ak.zweitekassabitte.jetzt,0,0,0,0,0,0,0,0,0,0,3,3,3
social.liip.ch,0,0,0,0,0,0,0,0,0,3,1,4,4
livester.net,0,0,0,0,0,150,172,322,0,0,0,0,322
quite.social,0,0,0,0,0,0,13,13,0,0,0,0,13
mastodon.dbatley.com,0,0,0,0,0,1,1,2,0,0,0,0,2
social.mkj.earth,0,0,0,0,0,39,0,39,0,0,0,0,39
pleroma.anduin.net,2,0,0,2,0,0,5,5,2,0,0,2,7
fedi.halcyon-is.land,0,1,3,4,0,0,9,9,0,1,10,11,20
trunk.mad-scientist.club,0,0,0,0,0,2,7,9,0,0,0,0,9
chat.trueffzido.de,0,0,0,0,0,0,1,1,0,0,0,0,1
artsandculture.social,0,0,0,0,0,1,1,2,0,3,3,6,8
miau.le-chat-a-velo.at,0,1,1,2,0,1,8,9,0,0,1,1,10
witter.cz,0,0,0,0,0,219,422,641,4,8,11,23,664
linuxusers.in,0,0,0,0,0,3,5,8,0,0,0,0,8
fediverse.sideras.net,0,0,0,0,0,0,1,1,0,0,0,0,1
m.chino.tw,0,0,0,0,0,1,1,2,0,0,0,0,2
zusammenhalt.de,0,0,0,0,0,3,4,7,0,0,0,0,7
piipitin.fi,0,0,0,0,0,602,716,1318,0,0,0,0,1318
social.meadowing.club,0,0,0,0,0,0,2,2,0,0,0,0,2
sc.skrlet13.xyz,0,0,0,0,0,4,2,6,0,0,0,0,6
social.groene.nl,0,0,0,0,0,1,0,1,0,2,2,4,5
misskey.osyakasyama.me,1,0,0,1,0,0,0,0,0,0,0,0,0
mastodon.berlin,0,0,0,0,0,149,264,413,0,0,0,0,413
4liberty.one,0,0,0,0,0,1,5,6,0,0,0,0,6
stoat.zone,3,0,1,4,0,5,72,77,0,4,7,11,88
shaktzu.org,0,0,0,0,0,21,0,21,0,0,0,0,21
maddux.blog,0,0,0,0,0,0,16,16,0,0,0,0,16
social.granularperspective.com,0,0,0,0,0,5,7,12,0,0,0,0,12
toon.social,1,0,0,1,0,2,7,9,0,0,1,1,10
norfolk.social,0,0,0,0,0,1,10,11,0,1,4,5,16
chx.contact,0,0,0,0,0,5,0,5,0,2,4,6,11
social.n8e.dev,0,0,0,0,0,3,7,10,0,27,82,109,119
newsmast.community,0,0,0,0,0,66444,0,66444,0,0,0,0,66444
pleroma.nyan.click,0,0,0,0,0,0,4,4,0,0,0,0,4
gts.apicrim.es,0,0,0,0,0,22,116,138,2,0,0,2,140
hi-low.social,0,0,0,0,0,1,0,1,0,0,0,0,1
unpretty.space,0,0,0,0,0,11,11,22,0,0,0,0,22
brvt.telent.net,2,0,0,2,0,3,1,4,0,0,2,2,6
mastodon.hupel.info,0,0,0,0,0,0,0,0,0,0,3,3,3
social.linuxine.net,0,0,0,0,0,14,0,14,0,0,0,0,14
social.cthuflu.com,0,0,0,0,0,0,1,1,0,0,0,0,1
social.dzajew.xyz,0,0,0,0,0,20,6,26,0,0,0,0,26
kiritan.work,0,8,1059,1067,0,0,23,23,0,1,95,96,119
everythingbagel.social,0,0,0,0,0,0,1,1,0,2,0,2,3
social.freun.dev,0,0,0,0,0,1,0,1,0,0,0,0,1
social.ivor.org,0,0,0,0,0,6,4,10,0,0,0,0,10
geekstodon.com,0,0,0,0,0,0,5,5,0,0,0,0,5
lyingvoid.social,0,0,0,0,0,2,4,6,0,0,0,0,6
irrelephant.co,0,0,0,0,0,5,10,15,0,0,0,0,15
transmom.love,0,0,0,0,0,7,109,116,1,0,0,1,117
whinge.town,12,3,9,24,45,4,8,57,12,14,34,60,117
coolkids.house,0,0,0,0,0,0,0,0,0,0,1,1,1
varmint.town,0,0,0,0,0,0,1,1,0,0,0,0,1
masto.yttrx.com,0,0,0,0,0,21,52,73,0,0,1,1,74
kbin.melroy.org,0,0,0,0,0,53,11,64,0,0,0,0,64
pleroma.ledoian.cz,0,0,0,0,0,0,6,6,0,0,0,0,6
katholisch.social,0,0,0,0,0,14,6,20,0,4,3,7,27
social.ookami.space,2,0,0,2,0,525,119,644,0,0,0,0,644
m.universetoday.com,0,0,0,0,0,0,0,0,0,8,26,34,34
fedi.keinpfusch.net,0,0,0,0,0,10,1,11,0,0,0,0,11
mas.ggr.me,0,0,0,0,0,0,1,1,0,0,0,0,1
sonomu.club,2,7,10,19,0,48,192,240,0,26,69,95,335
social.briankoopman.com,1,0,0,1,0,0,15,15,0,0,0,0,15
mastodon.bawue.social,0,0,0,0,0,49,86,135,0,7,17,24,159
fedi.turbofish.cc,0,0,0,0,0,12,2,14,0,0,0,0,14
woem.dev,0,0,0,0,0,13,5,18,0,0,0,0,18
nitecrew.rip,0,0,0,0,0,3,5,8,0,0,0,0,8
mastodon.gaitenis.id.lv,0,0,0,0,0,3,0,3,0,0,0,0,3
fedi.ziqfm.com,0,0,0,0,0,3,31,34,0,0,0,0,34
mastodon.vm.statshelix.com,0,0,0,0,0,0,2,2,0,0,0,0,2
aus.social,396,2688,5338,8422,0,5377,8883,14260,34,5617,12257,17908,32168
toot.me.uk,0,0,0,0,0,16,28,44,1,0,0,1,45
social.allmers.de,0,0,0,0,0,2,2,4,0,0,0,0,4
social.anemoneprune.fr,0,0,0,0,0,0,1,1,0,0,0,0,1
uri.life,0,0,0,0,0,168,199,367,0,0,0,0,367
social.kaoskvlt.de,0,0,0,0,0,1,0,1,0,17,25,42,43
social.rights.ninja,0,0,0,0,0,2,2,4,0,0,0,0,4
mastodon.decentralised.social,0,0,0,0,0,3,73,76,0,1,0,1,77
kfem.cat,0,0,0,0,0,25,2,27,0,0,0,0,27
maekongtown.xyz,0,0,0,0,0,13,9,22,0,0,0,0,22
mastodon.roe.dev,0,0,0,0,0,0,1,1,0,0,3,3,4
akkoma.yokkin.com,0,0,0,0,0,0,0,0,0,1,2,3,3
fedi.sillykittens.net,0,0,0,0,0,1,1,2,0,0,0,0,2
m.pcgt.link,0,0,0,0,0,2,0,2,0,0,0,0,2
trombas.vost.pt,1,0,0,1,0,0,0,0,0,3,1,4,4
mastodon.hach.re,0,0,0,0,0,0,11,11,0,0,0,0,11
puntarella.party,0,6,5,11,0,204,93,297,2,12,13,27,324
fedi.feministwiki.org,0,0,0,0,4,5,11,20,2,0,5,7,27
bern.social,0,0,0,0,0,1,0,1,0,0,0,0,1
social.skewed.de,0,0,0,0,0,0,1,1,0,0,0,0,1
tooter.srijan.site,0,0,0,0,0,0,1,1,0,0,0,0,1
f-social.techtransthai.org,0,0,0,0,0,1,0,1,0,0,0,0,1
mastodon.ctseuro.com,0,0,0,0,0,0,2,2,0,0,0,0,2
433.world,0,0,0,0,0,21,88,109,0,0,0,0,109
secuwing.social,0,0,0,0,0,0,0,0,0,0,2,2,2
mstdn.unasuke.com,0,0,0,0,0,0,2,2,0,0,0,0,2
suma-ev.social,0,0,0,0,0,15,0,15,0,0,2,2,17
darringaming.com,0,0,0,0,0,1,1,2,0,0,0,0,2
emilcar.social,0,0,0,0,0,1,0,1,0,1,2,3,4
mastodon.madhouse.org,0,0,0,0,0,1,0,1,0,0,0,0,1
ak.vern.cc,0,0,0,0,0,0,1,1,1,0,0,1,2
mastodon.gruezi.net,0,0,0,0,0,1,41,42,0,7,6,13,55
toot.teckids.org,0,0,2,2,0,11,3,14,0,64,111,175,189
fedi.yuka.dev,0,0,0,0,0,2,3,5,0,0,15,15,20
milliways.social,0,0,0,0,0,9,17,26,0,2,17,19,45
mastodon.devua.club,0,0,0,0,0,0,7,7,0,0,2,2,9
laplaza.cafe,0,2,27,29,0,7,28,35,0,0,7,7,42
floof.org,0,0,0,0,2,0,1,3,0,0,0,0,3
wuffi.es,0,0,0,0,0,0,1,1,0,0,0,0,1
calckeymusic.social,0,0,0,0,0,58,0,58,1,0,0,1,59
rusty.cat,0,0,0,0,0,0,0,0,0,0,1,1,1
social.likeadragonmaid.dev,0,0,0,0,0,11,7,18,0,0,0,0,18
queer.garden,0,0,0,0,0,8,70,78,0,0,0,0,78
jawsome.nevy.xyz,0,0,0,0,0,0,4,4,0,0,0,0,4
mastodon.colincogle.name,0,0,0,0,0,5,27,32,0,1,6,7,39
rukii.net,0,0,0,0,0,1,3,4,0,6,5,11,15
fribygda.no,0,0,0,0,0,71,230,301,0,0,0,0,301
pleroma.skeptikon.fr,1,0,0,1,0,0,15,15,0,0,0,0,15
rascalking.com,0,0,0,0,0,12,39,51,0,0,0,0,51
genista.osrx.chat,0,0,0,0,0,2,36,38,0,0,0,0,38
mastodon.unknownrealm.org,0,0,0,0,0,1,0,1,0,0,0,0,1
chaosfem.tw,47,18,149,214,120,244,1391,1755,4,102,844,950,2705
mkkey.net,0,0,0,0,0,3,6,9,0,0,0,0,9
machines.social,0,0,0,0,0,2,12,14,0,0,0,0,14
mastodon.lubar.me,0,0,0,0,0,1,8,9,1,0,0,1,10
mastonederland.nl,0,0,0,0,0,118,157,275,0,7,22,29,304
don.zr23.aomori.jp,0,0,1,1,0,0,0,0,0,0,1,1,1
lostcreek.social,0,0,0,0,0,5,25,30,0,0,0,0,30
feed.mccormick.cx,0,0,0,0,0,0,4,4,0,2,1,3,7
swiftdevs.space,0,0,0,0,0,10,6,16,0,3,4,7,23
bolha.forum,0,0,0,0,0,1,0,1,0,0,0,0,1
social.photogabble.co.uk,0,0,0,0,0,1,2,3,0,0,0,0,3
hub.uckermark.social,0,0,0,0,0,31,72,103,0,0,2,2,105
mi.tomadoi.com,0,0,0,0,0,4,2,6,0,0,0,0,6
mastodon.funigtor.fr,1,0,0,1,0,0,0,0,0,0,0,0,0
fedi.ikeran.org,0,0,0,0,0,6,62,68,0,0,0,0,68
trilobite.space,1,1,1,3,0,0,5,5,0,6,3,9,14
misskey.de,0,0,0,0,0,134,209,343,0,0,0,0,343
snowfan.masto.host,0,0,0,0,0,26,159,185,1,0,0,1,186
imker.social,0,1,1,2,0,0,0,0,0,0,0,0,0
m.rua.plus,0,0,0,0,0,0,0,0,0,0,1,1,1
notes.kvibber.com,0,0,0,0,0,12,35,47,0,0,0,0,47
nahe.social,0,0,0,0,0,163,136,299,0,0,0,0,299
social.focused.systems,0,0,0,0,0,0,0,0,0,0,3,3,3
mastodon.is-hardly.online,0,0,3,3,0,1,300,301,0,0,1,1,302
jasonrobinson.me,0,0,0,0,0,12,0,12,0,0,0,0,12
onephoto.club,0,0,0,0,0,0,0,0,0,1,7,8,8
plural.cafe,0,0,0,0,0,9,67,76,0,0,0,0,76
psiren.eu,0,0,0,0,0,7,0,7,0,0,0,0,7
mastodon.beer,1,0,1,2,0,23,57,80,0,0,14,14,94
jasondavis.org,0,0,0,0,0,0,2,2,0,0,0,0,2
lonestar.chat,0,0,0,0,0,38,39,77,2,0,0,2,79
blobfox.coffee,0,0,0,0,0,14,193,207,0,1,4,5,212
toot.kiwi,0,0,0,0,0,9,20,29,0,0,0,0,29
social.shrimp.faith,0,0,0,0,0,1,1,2,0,0,0,0,2
social.heraut.eu,0,0,0,0,0,0,2,2,0,0,0,0,2
squid.cafe,0,0,0,0,0,12,39,51,0,0,0,0,51
bookish.community,0,0,2,2,0,1,36,37,0,6,8,14,51
mastodon.ghostdub.de,0,0,0,0,0,0,42,42,0,0,0,0,42
misskey.damnx.net,0,0,0,0,0,0,14,14,0,0,0,0,14
lesbian.school,0,0,2,2,0,0,0,0,0,0,0,0,0
nas.grinoy.xyz,0,0,0,0,0,1,0,1,0,0,0,0,1
toot.fan,0,0,0,0,0,0,1,1,0,2,9,11,12
snake.club,0,0,1,1,0,1,2,3,0,0,1,1,4
aipub.social,5,0,4,9,0,0,27,27,0,1,3,4,31
idtech.space,1,0,2,3,1,6,9,16,0,0,1,1,17
akko.elysium.gay,0,0,0,0,0,3,7,10,0,0,0,0,10
social.trom.tf,0,0,0,0,1,82,68,151,0,0,0,0,151
atdt.cc,0,0,0,0,0,0,3,3,0,6,22,28,31
social.mynacol.xyz,0,0,0,0,3,1,26,30,0,0,1,1,31
manitu.social,0,0,0,0,0,1,1,2,0,1,14,15,17
social.zwoelfdreifuenfundvierzig.net,0,0,0,0,0,1,0,1,0,1,0,1,2
social.fro.ge,0,0,0,0,0,2,2,4,0,0,0,0,4
avision-it.social,0,0,0,0,0,0,6,6,0,0,0,0,6
social.softinio.com,0,0,0,0,0,3,8,11,0,0,0,0,11
pub.calebhearth.com,0,0,0,0,0,1,1,2,0,1,3,4,6
wholesome.computer,0,0,0,0,0,0,8,8,0,0,0,0,8
precise.space,1,0,0,1,0,0,0,0,0,0,0,0,0
social.moricorp.xyz,1,0,0,1,0,0,0,0,0,0,0,0,0
social.elia.garden,0,0,0,0,0,0,1,1,0,0,0,0,1
ranovers.fr,0,0,0,0,0,57,6,63,0,0,0,0,63
social.hostpath.de,0,0,0,0,0,0,3,3,0,0,0,0,3
mstdn.4ushiyu.jp,0,0,0,0,0,3,0,3,0,0,0,0,3
mstdn.poyo.me,1,8,5,14,0,49,39,88,0,29,66,95,183
blue.syaku.me,1,0,0,1,0,0,0,0,0,0,0,0,0
awawa.gay,0,0,0,0,0,6,4,10,0,0,0,0,10
mastodon.haojia-wu.com,0,0,0,0,0,0,0,0,0,1,1,2,2
na.social,0,0,0,0,0,0,6,6,0,0,0,0,6
ma.rerac.dev,1,0,0,1,0,0,0,0,0,0,0,0,0
toots.nu,0,0,0,0,0,18,195,213,0,0,6,6,219
denken.concrnt.net,0,0,0,0,0,1,2,3,0,0,0,0,3
allovertheplace.ca,4,0,1,5,19,25,18,62,4,1,5,10,72
m.unix.house,0,0,0,0,0,0,5,5,0,0,8,8,13
toot.queer-lexikon.net,1,1,4,6,0,4,108,112,0,16,70,86,198
mastodon.seism0saurus.de,0,0,0,0,0,0,0,0,0,3,5,8,8
thelife.boats,0,0,0,0,0,50,16,66,0,0,0,0,66
ftp.crysp.org,0,0,0,0,0,11,72,83,0,0,0,0,83
sunshine.town,0,0,0,0,0,0,26,26,0,0,0,0,26
social.ftm.nl,0,0,0,0,0,4,1,5,0,4,5,9,14
gott.social,0,0,0,0,0,0,4,4,0,6,19,25,29
social.chilliet.eu,0,0,0,0,0,3,0,3,0,0,0,0,3
focal.love,0,0,0,0,0,0,3941,3941,0,0,0,0,3941
mastodon.wolfssocial.space,1,0,0,1,0,0,0,0,0,18,88,106,106
follow.ethanmarcotte.com,0,0,0,0,0,6,84,90,3,0,0,3,93
verbraucherzentrale.social,0,0,0,0,0,0,0,0,0,6,2,8,8
misskey.bugarin.com.br,0,0,0,0,0,5,2,7,0,0,0,0,7
gohan-oisii.net,3,0,0,3,0,2,101,103,0,10,69,79,182
fedi.bernd.network,0,0,0,0,0,2,3,5,0,0,0,0,5
t51b.org,0,0,0,0,0,38,56,94,0,3,7,10,104
friendica.andreaskilgus.de,0,0,0,0,0,25,464,489,0,0,0,0,489
darkwitch.net,0,0,0,0,0,10,153,163,0,0,0,0,163
mastodon.medica.im,0,0,0,0,0,2,2,4,0,0,0,0,4
mastodon.obdev.at,0,0,0,0,0,0,0,0,0,21,12,33,33
fdc.mbbit.de,0,0,0,0,0,1,1,2,0,0,0,0,2
mk.tenpest-moon.uk,0,0,0,0,0,0,15,15,0,0,0,0,15
