发起实例,目标实例,互动次数
social.zoski.fr,hostux.social,2
social.monoxide.network,meow.social,1
c.wtf,c.wtf,1
social.emarhavil.com,hachyderm.io,1
slon.jmq.cz,benjojo.co.uk,1
social.minbash.de,mastodon.social,2
p.tatapa.org,ostatus.ikeji.ma,1
social.joostagterhoek.nl,infosec.exchange,3
social.wittemeier.de,mastodon.social,4
about.krivosik.cz,tldr.nettime.org,1
barat.fedi-verse.hu,akk.fedcast.ch,1
merveilles.town,merveilles.town,2
shitposter.world,greatape.casa,3
shitposter.world,blob.cat,2
chaosfem.tw,yiff.life,2
shitpost.cloud,annihilation.social,4
fops.cloud,mastodon.social,95
meerjungfrauengrotte.de,meerjungfrauengrotte.de,3
mastodon.sg,mastodon.sg,3
fe.disroot.org,blob.love,1
brain.worm.pink,girlboss.gaslight.love,15
aleph.land,aleph.land,1
jam.xwx.moe,esperanto.masto.host,2
sns.copi.pe,sns.copi.pe,2
fedibird.com,fedibird.com,4
lingo.lol,lingo.lol,10
social.vlhl.dev,hellspawn.gay,23
social.vlhl.dev,mastodon.balamb.fr,4
social.vlhl.dev,ieji.de,1
mstdn.ca,social.sdf.org,2
mastodon.sandwich.net,mastodon.sandwich.net,1
tsukihi.me,eightpoint.app,1
suyasuya.love,suyasuya.love,3
allovertheplace.ca,dragonscave.space,3
jollyville.net,noauthority.social,6
my-place.social,my-place.social,1
pleroma.boingo00.wtf,poa.st,1
covelline.social,covelline.social,1
shitposter.world,threads.net,3
pleroma.xeno.darksair.org,vnil.de,1
blog.taursnd.haus,mastodon.social,43
shitposter.world,caekis.love,1
misskey.sweshelo.jp,misskey.sweshelo.jp,1
akko.quad.moe,social.shadowkat.net,3
mstdn.nicolog.jp,mstdn.nicolog.jp,1
vickerson.me,vickerson.me,2
m.chomechome.jp,m.chomechome.jp,1
mstdn.ca,techopolis.social,1
post.lurk.org,post.lurk.org,6
toot.bldrweb.org,mastodon.social,25
shitposter.world,misskey.yandere.love,1
shitposter.world,shota.house,2
shitposter.world,raru.re,1
shitposter.world,brain.worm.pink,3
shitposter.world,shrine.moe,2
shitposter.world,suya.place,2
shitposter.world,baraag.net,1
shitposter.world,ebiverse.social,1
social.kernel.org,framapiaf.org,1
im-in.space,im-in.space,1
social.kernel.org,ma.fellr.net,2
f.lapo.it,cyberplace.social,1
expressional.social,assortedflotsam.com,2
norwoodzero.net,nicecrew.digital,1
social.wuatek.is,furry.engineer,1
social.wuatek.is,social.stealthy.club,1
shigusegubu.club,uwu.mikkonen.com,1
eientei.org,lab.nyanide.com,1
ttrpg-hangout.social,ttrpg-hangout.social,2
flx.masto.host,flx.masto.host,6
mstdn.ca,them.cheeky.wales,1
mstdn.ca,social.undrground.org,1
donotsta.re,is.badat.dev,6
kompost.cz,kompost.cz,1
oddprocess.social,mastodon.online,5
social.gemnoc.ca,mastodon.nl,1
plaza.vaporpolis.net,chaos.social,2
starside.social,starside.social,9
mstdn.ca,social.hodgson.io,1
mstdn.ca,mastodon.opportunis.me,1
sacred.harpy.faith,shitposter.world,10
kameuo.turtton.net,kameuo.turtton.net,1
misskey.04.si,misskey.04.si,2
m.skyblond.info,m.skyblond.info,2
socl.bz,socl.bz,6
chaosfem.tw,wandering.shop,24
chaosfem.tw,thehappyfamily.stream,1
energiewende.social,energiewende.social,1
swecyb.com,swecyb.com,1
p.tatapa.org,p.tatapa.org,1
ikebukuro.city,ikebukuro.city,16
vostain.net,xn--69a.xn--99axc.xn--y9a3aq,1
federated.saagarjha.com,social.shadowfacts.net,1
federated.saagarjha.com,social.treehouse.systems,2
pl.pube.tk,tuusin.misono-ya.info,1
fikaverse.club,fikaverse.club,1
mstdn.ca,piaille.fr,14
chaosfem.tw,fire.asta.lgbt,1
chaosfem.tw,adhd.irenes.space,1
mstd.seungjin.net,mstd.seungjin.net,3
mstdn.ca,social.treehouse.systems,1
mstdn.ca,plasmatrap.com,1
mstdn.ca,o3o.ca,1
oomfie.city,labyrinth.zone,1
carhenge.club,carhenge.club,1
mstdn.ca,mast.yourautisticlife.com,1
corteximplant.net,frikiverse.zone,1
social.lysand.org,beta.versia.social,1
mastodon.chateaude.luxe,mastodon.chateaude.luxe,1
hi.nighten.fr,mastodon.art,17
akko.wtf,fosstodon.org,2
akko.wtf,akko.isabelroses.com,3
junimo.party,wetdry.world,35
akk.fedcast.ch,anonsys.net,2
fe.disroot.org,toot-lab.reclaim.technology,1
fe.disroot.org,misskey.io,1
sociale.network,sociale.network,7
mastodon.de,social.bund.de,1
precure.ml,mi.nakn.jp,1
wp-social.net,wp-social.net,2
neckarwie.se,neckarwie.se,1
mastodon.de,d-64.social,1
mastodon.de,todon.eu,1
mastodon.de,colearn.social,1
whinge.town,raru.re,1
mastodon.benpettis.ninja,mastodon.benpettis.ninja,2
1d6.icu,baka.ink,1
kitty.haus,mas.to,1
hugz.online,hugz.online,2
social.xenofem.me,comp.lain.la,1
social.xenofem.me,ebiverse.social,1
social.xenofem.me,shitposter.world,7
detroitriotcity.com,0.5dollah.click,1
floofy.tech,arff.archandle.net,2
floofy.tech,critter.cafe,11
clew.lol,gameliberty.club,1
clew.lol,mastodon.social,1
norwoodzero.net,lab.nyanide.com,5
ice-lolly.social,ice-lolly.social,4
gearlandia.haus,misskey.yandere.love,1
social.xenofem.me,fedi.layer02.net,1
hellspawn.gay,cooltrans.men,1
hellspawn.gay,meow.social,1
bonequest.net,bonequest.net,3
feistycricket.org,feistycricket.org,1
bloor.tw,bloor.tw,2
shigusegubu.club,queer.hacktivis.me,1
shigusegubu.club,outerheaven.club,1
shigusegubu.club,pleroma.soykaf.com,3
pleroma.soykaf.com,blovice.bahnhof.cz,1
tuffidon.de,tuffidon.de,1
mstdn.business,mstdn.business,6
spinster.xyz,rcsocial.net,1
shitpost.cloud,spinster.xyz,2
shitpost.cloud,pieville.net,1
mstdn.ca,fatlads.lol,1
nixos.paris,nixos.paris,1
librosphere.fr,mastodon.la,11
librosphere.fr,social.treehouse.systems,2
wobbl.xyz,wobbl.xyz,21
chaosfem.tw,lgbtqia.space,1
chaosfem.tw,techhub.social,2
pl.dav1d.xyz,annihilation.social,8
owo.cafe,owo.cafe,20
infosec.place,infosec.exchange,46
seal.cafe,eveningzoo.club,3
pleroma.xyenon.bid,o3o.ca,3
mstdn.ca,jawns.club,1
mstdn.ca,toot-lab.reclaim.technology,1
mstdn.ca,mstdn.jp,1
freesoftwareextremist.com,nicecrew.digital,1
mstdn.ca,disobey.net,1
gearlandia.haus,shitposter.world,4
fedi.feministwiki.org,catgirl.rehab,1
fedi.feministwiki.org,fosstodon.org,1
patuleia.eu,patuleia.eu,1
annihilation.social,catzclips.loforo.com,1
annihilation.social,shota.house,1
ak.ari.lt,chaos.social,3
ak.ari.lt,blackstar.cafe,2
mastodon.coffee,mastodon.coffee,4
eientei.org,annihilation.social,2
postnstuffds.lol,annihilation.social,8
postnstuffds.lol,parcero.bond,1
postnstuffds.lol,shitposter.world,3
mstdn.ca,cheeseburger.social,1
mstdn.ca,htt.social,1
mstdn.ca,video.canadiancivil.com,1
akk.fedcast.ch,moppels.bar,3
korora.social,fosstodon.org,2
transfem.boywife.top,tenforward.social,1
netzsphaere.xyz,hai.z0ne.social,1
theatrez.day,theatrez.day,7
federated.saagarjha.com,federated.saagarjha.com,1
federated.saagarjha.com,infosec.exchange,9
pub.sapzil.org,pub.sapzil.org,1
expressional.social,mastodon.com.pl,1
eveningzoo.club,merovingian.club,1
pleroma.lovetocode999.xyz,8ballsystem.gay,3
erscheinung47.com,erscheinung47.com,1
chaosfem.tw,universeodon.com,45
mastodon.stickbear.me,disabled.social,1
friendica.eskimo.com,mstdn.social,1
friendica.eskimo.com,arvr.social,1
friendica.eskimo.com,varishangout.net,1
friendica.eskimo.com,despora.de,4
freesoftwareextremist.com,nondeterministic.computer,1
social.firehawk-systems.com,brotka.st,2
kill-corporations.enterprises,mk.noob.quest,1
mstdn.ca,cyberpunk.lol,1
mstdn.ca,mastodon.zaclys.com,1
toot.bike,toot.bike,1
akko.quad.moe,sogga.top,4
an.errant.cloud,an.errant.cloud,1
mastodon.palewi.re,mastodon.palewi.re,3
inanimate.brainworms.nl,tech.lgbt,1
inanimate.brainworms.nl,mastodon.hermitcollective.net,1
mstdn.ca,canada.masto.host,4
shigusegubu.club,mk.absturztau.be,1
shigusegubu.club,shrine.moe,1
shigusegubu.club,pl.ebin.zone,1
kirikabu.fedicity.net,kirikabu.fedicity.net,1
openbiblio.social,openbiblio.social,113
mastodon.de,mastodon.ie,12
mastodon.de,kinky.business,1
mastodon.de,lgbtqia.space,2
mastodon.de,berlin.social,13
mstdn.ca,libranigans.com,1
mstdn.ca,fedi.computernewb.com,1
friendica.eskimo.com,mstdn.ca,2
friendica.eskimo.com,ruby.social,1
friendica.eskimo.com,mas.to,1
friendica.eskimo.com,noauthority.social,6
friendica.eskimo.com,glaceon.social,1
mastodon.hakurei.win,mastodon.hakurei.win,3
social.rook-queen.com,social.rook-queen.com,1
annihilation.social,ryona.agency,6
decayable.ink,clubcyberia.co,1
brain.worm.pink,krigskunst.social,1
brain.worm.pink,fosstodon.org,8
posting.lolicon.rocks,posting.lolicon.rocks,2
mstdn.ca,friend.camp,1
mstdn.ca,syringa.social,1
yourwalls.today,forcefemm.ing,1
spinster.xyz,neenster.org,4
mstdn.ca,speedlines.stctp.zone,1
gearlandia.haus,mitra.taihou.website,1
mastodon.de,procial.tchncs.de,1
mastodon.de,punk.cyber77.de,2
fe.disroot.org,bcn.fedi.cat,1
social.dryusdan.fr,pleroma.breizh.pm,3
social.dryusdan.fr,piaille.fr,7
social.dryusdan.fr,ludosphere.fr,1
soc.feditime.com,eigenmagic.net,1
mstdn.ca,warhammer.social,2
roma.sodo-shed.com,misskey.io,1
hellspawn.gay,lunar.place,1
hellspawn.gay,talk.marq42.xyz,1
hellspawn.gay,misskey.bubbletea.dev,1
fabler.su,mastodon.social,4
social.jazzbutcher.com,social.jazzbutcher.com,1
mastodon.stickbear.me,social.stealthy.club,3
toot.si,toot.si,4
superstimul.us,superstimul.us,3
piggo.space,blovice.bahnhof.cz,3
piggo.space,piggo.space,1
piggo.space,schmaker.eu,1
amala.schwartzwelt.xyz,mugicha.club,1
status.sexyferret.science,everything.happens.horse,1
masto.byrd.ws,masto.byrd.ws,1
pounced-on.me,pounced-on.me,12
wears.tigerpajamas.com,wears.tigerpajamas.com,3
postnstuffds.lol,shitpost.cloud,1
social.xenofem.me,assemblag.es,1
pkteerium.xyz,pkteerium.xyz,4
newsmast.community,mastodon.crazynewworld.net,22
thoughtbot.social,ruby.social,3
newsmast.community,ruby.social,12
hooves.social,equestria.social,24
mastodon.world,sigmoid.social,6
newsmast.community,astrodon.social,2
social.noleron.com,twiukraine.com,9
fediscience.org,biologists.social,3
mastodon.social,zpravobot.news,2
beige.party,comicscamp.club,2
newsmast.community,weird.autos,10
101010.pl,society.oftrolls.com,4
mastodon.social,t.chadole.com,1
qdon.space,t.chadole.com,1
buttersc.one,t.chadole.com,1
planet.moe,t.chadole.com,6
iqhina.org,t.chadole.com,2
t.chadole.com,t.chadole.com,2
newsmast.community,deacon.social,2
antabaka.me,woof.tech,5
social.treehouse.systems,mastodon.redgarterclub.com,1
kolektiva.social,mastodon.redgarterclub.com,4
spectreofcommunism.boo,mastodon.redgarterclub.com,1
disabled.social,mastodon.redgarterclub.com,2
union.place,mastodon.redgarterclub.com,1
mastodon.social,mastodon.redgarterclub.com,2
mindly.social,mastodon.redgarterclub.com,2
hellspawn.gay,mastodon.redgarterclub.com,1
a.gup.pe,mastodon.redgarterclub.com,2
social.petertoushkov.eu,f.cz,1
kurage.cc,kurage.cc,3
zhub.link,dindon.one,2
mastodon.social,dindon.one,4
aus.social,hugz.online,24
det.social,caneandable.social,3
mastodon.berlin,skeptics.social,2
fedisabled.social,skeptics.social,1
mastodon.social,unbound.social,3
mas.to,red.niboe.info,1
tech.lgbt,social.nekover.se,3
nnia.space,paravielfalt.zone,4
hessen.social,burningboard.net,1
det.social,burningboard.net,2
norden.social,reporter.social,7
astrodon.social,reporter.social,1
hessen.social,reporter.social,1
reporter.social,reporter.social,2
mastodon.social,reporter.social,20
social.tchncs.de,reporter.social,15
det.social,reporter.social,4
troet.cafe,reporter.social,21
berlin.social,reporter.social,2
chaos.social,reporter.social,9
discordian.social,reporter.social,1
mastodon.xyz,reporter.social,3
layer8.space,reporter.social,1
gruene.social,reporter.social,1
nfdi.social,reporter.social,1
mastodon.green,reporter.social,1
don.linxx.net,reporter.social,1
hci.social,reporter.social,1
mstdn.social,reporter.social,3
infosec.exchange,reporter.social,2
frankfurt.social,reporter.social,1
bonn.social,reporter.social,3
social.anoxinon.de,reporter.social,1
mstdn.business,reporter.social,1
fedifreu.de,reporter.social,2
fedi.solibre.de,reporter.social,1
mastodon.bayern,reporter.social,2
social.wastedalpaca.wtf,reporter.social,2
mastodon.world,mastodon.akhepcat.com,4
kolektiva.social,mastodon.akhepcat.com,3
troet.cafe,zdf.social,9
norden.social,zdf.social,10
mastodon.social,zdf.social,11
bsky.brid.gy,zdf.social,2
mastodon.online,zdf.social,5
vmst.io,zdf.social,1
masto.ai,zdf.social,1
nrw.social,zdf.social,3
ruhr.social,zdf.social,2
social.vivaldi.net,zdf.social,1
alive.bar,zdf.social,2
bildung.social,zdf.social,1
sphere.fx4.net,sphere.fx4.net,4
discuss.systems,sphere.fx4.net,2
fediverse.pictures,sphere.fx4.net,1
masto.ai,sphere.fx4.net,2
mastodon.social,sphere.fx4.net,4
sunny.garden,sphere.fx4.net,3
newsmast.community,sphere.fx4.net,2
theblower.au,jauntygoat.net,3
jauntygoat.net,jauntygoat.net,2
fosstodon.org,rstats.me,4
newsmast.community,rstats.me,1
mastodon.social,astral.camp,14
mas.to,astral.camp,4
swingset.social,astral.camp,1
med-mastodon.com,astral.camp,2
c.im,astral.camp,2
nrw.social,astral.camp,1
plush.city,astral.camp,1
kolektiva.social,astral.camp,2
mstdn.social,astral.camp,2
goto.coiloptic.org,astral.camp,2
weirder.earth,astral.camp,1
retro.pizza,astral.camp,2
wandering.shop,astral.camp,2
sfba.social,astral.camp,3
sunny.garden,astral.camp,2
beige.party,astral.camp,3
infosec.exchange,astral.camp,1
hachyderm.io,astral.camp,2
mstdn.games,astral.camp,1
social.hardlimit.com,social.hardlimit.com,1
mastodon.social,social.hardlimit.com,2
misskey.yukineko.me,ngrdk.fedicity.net,2
toot.community,mastodon.neilzone.co.uk,5
ngmx.com,mastodon.neilzone.co.uk,3
c.im,ciecuo.club,1
masto.nerdy-technician.social,social.chiefgyk3d.com,13
newsmast.community,mivox.net,1
procial.tchncs.de,social.wastedalpaca.wtf,2
blog.taursnd.haus,social.xcetera.biz,2
history.lol,thesnakepostoffice.online,2
laserdisc.party,thesnakepostoffice.online,6
magnificentbeardsfan.club,thesnakepostoffice.online,3
newsmast.community,tane.codes,1
mstdn.social,io.waxandleather.com,4
exile.social,io.waxandleather.com,2
mastodon.online,io.waxandleather.com,2
ravenation.club,io.waxandleather.com,2
mastodon.ie,io.waxandleather.com,2
fosstodon.org,io.waxandleather.com,2
io.waxandleather.com,io.waxandleather.com,1
a.gup.pe,io.waxandleather.com,1
piaille.fr,mastodon.cgx.me,2
a.gup.pe,fosspri.de,2
social.sdfeu.org,sarcasm.stream,2
thehappyfamily.stream,thehappyfamily.stream,12
chaos.social,toot.teckids.org,24
social.bau-ha.us,toot.teckids.org,1
lazysocial.de,toot.teckids.org,1
berlin.social,toot.teckids.org,3
mastodon.world,toot.teckids.org,2
piraten-partei.social,toot.teckids.org,2
social.tchncs.de,toot.teckids.org,9
infosec.exchange,toot.teckids.org,2
digitalcourage.social,toot.teckids.org,6
climatejustice.social,toot.teckids.org,3
mastodon.social,toot.teckids.org,20
fem.social,toot.teckids.org,1
bildung.social,toot.teckids.org,3
nrw.social,toot.teckids.org,6
scicomm.xyz,toot.teckids.org,1
bonn.social,toot.teckids.org,2
norden.social,toot.teckids.org,16
social.finkhaeuser.de,toot.teckids.org,2
mastodon.green,toot.teckids.org,2
frankfurt.social,toot.teckids.org,2
kolektiva.social,toot.teckids.org,2
troet.cafe,toot.teckids.org,11
sueden.social,toot.teckids.org,3
toot.community,toot.teckids.org,1
mastodon.de,toot.teckids.org,2
don.linxx.net,toot.teckids.org,1
social.uibk.ac.at,toot.teckids.org,1
mastodon.online,toot.teckids.org,1
nerdculture.de,toot.teckids.org,3
toot.bike,toot.teckids.org,1
discordian.social,toot.teckids.org,1
friendica.andreaskilgus.de,toot.teckids.org,2
ohai.social,toot.teckids.org,2
todon.nl,toot.teckids.org,1
fnordon.de,toot.teckids.org,2
toot.matereal.eu,toot.teckids.org,1
mastodonczech.cz,spondr.cz,14
dice.camp,ttrpg-hangout.social,1
petrous.vislae.town,ttrpg-hangout.social,2
infosec.exchange,toot.fedilab.app,8
mastodon.social,toot.fedilab.app,30
mstdn.social,toot.fedilab.app,3
digitalcourage.social,toot.fedilab.app,2
fedia.social,toot.fedilab.app,2
mastodon.triggerphra.se,toot.fedilab.app,1
tech.lgbt,toot.fedilab.app,4
dresden.network,toot.fedilab.app,3
nerdculture.de,toot.fedilab.app,1
norden.social,toot.fedilab.app,3
dragonscave.space,toot.fedilab.app,2
oldbytes.space,toot.fedilab.app,1
fosstodon.org,toot.fedilab.app,8
bzh.social,toot.fedilab.app,2
mastodon.online,toot.fedilab.app,8
metalhead.club,toot.fedilab.app,3
mastodon.world,toot.fedilab.app,2
mastodon.sandwich.net,toot.fedilab.app,1
a11y.social,toot.fedilab.app,1
frikiverse.zone,toot.fedilab.app,1
101010.pl,toot.fedilab.app,1
weirder.earth,toot.fedilab.app,1
mastodon.pcgaldo.com,toot.fedilab.app,2
nya.one,toot.fedilab.app,3
piaille.fr,toot.fedilab.app,1
mastodon.de,toot.fedilab.app,5
degrowth.social,toot.fedilab.app,1
mathstodon.xyz,toot.fedilab.app,3
dawdling.net,toot.fedilab.app,1
maly.io,toot.fedilab.app,2
mstdn.io,toot.fedilab.app,3
masto.ai,toot.fedilab.app,4
mastodon.gal,toot.fedilab.app,4
mas.to,toot.fedilab.app,5
lgbtqia.space,toot.fedilab.app,1
cutie.city,toot.fedilab.app,2
framapiaf.org,toot.fedilab.app,3
tooot.im,toot.fedilab.app,1
mastodon.green,toot.fedilab.app,1
social.nancengka.com,toot.fedilab.app,1
masto.bike,toot.fedilab.app,1
indiepocalypse.social,toot.fedilab.app,1
xarxa.cloud,toot.fedilab.app,1
kblue.10rino.net,ariesmc21.com,1
uchu-teien.com,ariesmc21.com,1
calckey.aokaga.work,ariesmc21.com,1
social.tchncs.de,bumscode.com,1
kotlin.social,bumscode.com,1
social.dzajew.xyz,bumscode.com,1
mastodon.social,bumscode.com,2
indieweb.social,bumscode.com,1
hachyderm.io,bumscode.com,2
muenchen.social,bumscode.com,1
fosstodon.org,bumscode.com,3
bumscode.com,bumscode.com,4
newsmast.community,bumscode.com,1
mastodon.scot,bumscode.com,1
bahn.social,aircrew.rocks,2
mastodon.social,justme.masto.host,2
muri.network,rlidea.com,1
planet.moe,rlidea.com,15
mastodon.gal,amarinha.gal,5
catcatnya.com,social.skyshaper.org,2
chaos.social,social.skyshaper.org,24
norden.social,social.skyshaper.org,5
ruhr.social,social.skyshaper.org,2
schuppentier.social,social.skyshaper.org,2
zug.network,social.skyshaper.org,4
lor.sh,mst.ramsdr.ru,2
tweesecake.social,techopolis.social,5
mamot.fr,social.tmprs.net,2
piaille.fr,social.tmprs.net,1
mastodon.social,mastodon.codingfield.com,10
noc.social,mastodon.codingfield.com,1
mastodon.bayern,mastodon.codingfield.com,3
tilde.zone,mastodon.codingfield.com,2
fosstodon.org,mastodon.codingfield.com,13
piaille.fr,mastodon.codingfield.com,1
mastouille.fr,mastodon.codingfield.com,1
mstdn.social,mastodon.codingfield.com,2
mastodon.tetaneutral.net,mastodon.codingfield.com,1
chaos.social,mastodon.codingfield.com,8
social.slat.org,mastodon.codingfield.com,2
todon.nl,mastodon.codingfield.com,1
hachyderm.io,mastodon.codingfield.com,2
mastodon.xyz,mastodon.codingfield.com,1
snac.smithies.me.uk,mastodon.codingfield.com,1
pl.eragon.re,mastodon.codingfield.com,1
social.linux.pizza,mastodon.codingfield.com,1
fedi.space,mastodon.codingfield.com,1
mastodon.uno,mastodon.codingfield.com,2
spd.social,spd.social,2
d-64.social,spd.social,2
mstdn.jp,a.lufimianet.jp,10
mstdn.social,andalucia.social,1
nicuverse.org,nicuverse.org,6
mastodon.cloud,omfg.town,1
ecoevo.social,omfg.town,2
petrous.vislae.town,freja.zone,2
social.sanfranciscan.org,social.sanfranciscan.org,1
mastodon.nl,tukkers.online,8
4bear.com,gay.camera,3
mastodon.social,gay.camera,3
fosstodon.org,changelog.social,5
retroverse.social,a11y.social,1
newsmast.community,datachimps.eu,3
mastodon.social,social.dropbear.xyz,1
freeatlantis.com,otr.rocks,2
toot.dusepo.co.uk,sculpin.social,2
mastodon.social,mstdn-huahin.com,12
mstdn.jp,mstdn-huahin.com,14
kodow.net,mstdn-huahin.com,2
mstdn.love,mstdn-huahin.com,2
fedibird.com,mstdn-huahin.com,42
social.vivaldi.net,mstdn-huahin.com,6
toot.blue,mstdn-huahin.com,16
wstrsd.masto.host,mstdn-huahin.com,1
songbird.cloud,mstdn-huahin.com,4
newsmast.community,vivaristics.net,2
drupal.community,phparch.social,1
mastodon.social,phparch.social,2
phpc.social,phparch.social,3
lea.pet,y.diskcat.com,2
federation.network,y.diskcat.com,2
floofy.tech,y.diskcat.com,2
mastodon.social,masto.machlis.com,10
mstdn.social,masto.machlis.com,1
datasci.social,masto.machlis.com,2
mstdn.ca,masto.machlis.com,1
zeroes.ca,masto.machlis.com,1
scicomm.xyz,masto.machlis.com,2
mas.to,masto.machlis.com,2
mathstodon.xyz,masto.machlis.com,1
akademienl.social,masto.machlis.com,1
hachyderm.io,masto.machlis.com,3
rstats.me,masto.machlis.com,2
journa.host,masto.machlis.com,1
lingo.lol,masto.machlis.com,1
toot.community,masto.machlis.com,2
newsmast.community,masto.machlis.com,2
lor.sh,mastodon.totmin.ru,2
mastodon.online,mastodon.nerdlings.net,4
fediscience.org,mastodon.nerdlings.net,1
toot.igniterealtime.org,toot.igniterealtime.org,2
twiukraine.com,social.webitel.me,5
social.vivaldi.net,masto.craftcms.com,1
hachyderm.io,masto.craftcms.com,1
masto.craftcms.com,masto.craftcms.com,1
infosec.town,mitexleo.one,3
mastodon.nu,mitexleo.one,2
sfba.social,mitexleo.one,2
newsmast.community,mitexleo.one,1
lor.sh,neverwhe.re,2
ciberlandia.pt,axbom.me,3
c.im,axbom.me,2
mastodon.social,axbom.me,6
mastodon.world,axbom.me,1
mementomori.social,axbom.me,1
toad.social,axbom.me,2
todon.eu,axbom.me,1
adforward.org,adforward.org,2
mastodon.social,social.sunet.se,1
fediscience.org,social.sunet.se,1
newsmast.community,social.sunet.se,1
ruby.social,thoughtbot.social,2
mastodon.stevesworld.co,masto.98degrees.co.uk,1
toot.lv,masts.lv,2
newsmast.community,masto.garrett.life,1
mastodon.social,artsandculture.social,6
mamot.fr,mstdn.paparasitic.com,1
mastodon.social,superhappy.social,1
tkz.one,superhappy.social,7
41020.social,superhappy.social,2
giersig.net,digisociety.social,1
mastodon.design,podlibre.social,1
mastodon.social,podlibre.social,12
dice.camp,podlibre.social,1
tooot.im,podlibre.social,1
piaille.fr,podlibre.social,5
433.world,podlibre.social,2
social.fairphone.community,podlibre.social,2
masto.pt,podlibre.social,2
mathstodon.xyz,podlibre.social,1
turtleisland.social,podlibre.social,1
xarxa.cloud,podlibre.social,1
masto.2tonwaffle.com,podlibre.social,1
mastodon.libre-entreprise.com,podlibre.social,1
indiepocalypse.social,podlibre.social,2
gnulinux.social,podlibre.social,1
tkz.one,podlibre.social,4
paquita.masto.host,podlibre.social,1
mindly.social,podlibre.social,1
mastodon.art,podlibre.social,1
sonomu.club,podlibre.social,1
post.lurk.org,podlibre.social,1
lor.sh,podlibre.social,2
chaos.social,podlibre.social,13
podcastindex.social,podlibre.social,3
crumb.lt,podlibre.social,1
ludosphere.fr,podlibre.social,1
tyrol.social,podlibre.social,1
social.uibk.ac.at,podlibre.social,1
ursal.zone,podlibre.social,2
zhub.link,podlibre.social,3
toots.tylerdavis.xyz,podlibre.social,1
social.biblioco.de,podlibre.social,2
conversafiada.net,podlibre.social,1
bolha.one,podlibre.social,2
bertha.social,podlibre.social,2
mastodon.ml,podlibre.social,3
gameliberty.club,podlibre.social,1
framapiaf.org,podlibre.social,3
scholar.social,podlibre.social,2
wue.social,podlibre.social,1
xerrem.xyz,podlibre.social,1
mastodon.scot,podlibre.social,3
moppels.bar,podlibre.social,2
aus.social,podlibre.social,1
fedia.io,podlibre.social,3
waag.social,podlibre.social,2
floss.social,podlibre.social,2
mastodon.bayern,podlibre.social,2
podcasts.social,podlibre.social,3
pouet.chapril.org,podlibre.social,1
bassam.social,podlibre.social,1
social.anartist.org,podlibre.social,1
m.nintendojo.fr,podlibre.social,1
laburrak.balaena.eus,podlibre.social,1
corteximplant.com,podlibre.social,3
todon.eu,podlibre.social,1
mstdn.fr,podlibre.social,1
hannover.town,podlibre.social,1
gts.flauschbereich.de,podlibre.social,1
sakurajima.social,podlibre.social,1
newsmast.community,telegrafverket.cc,1
earldouglas.social,ap.samueldr.com,2
mastodon.cc,panzner.net,1
newsmast.community,ellie.social,2
mastodon.social,6510.nu,4
plush.city,6510.nu,1
kolektiva.social,6510.nu,4
sakurajima.moe,6510.nu,1
mastodon.online,6510.nu,3
newsmast.community,nfb.social,1
discuss.systems,social.findmyown.space,2
mastodon.social,social.findmyown.space,5
petrous.vislae.town,1password.social,2
mstdn.ca,1password.social,1
mastodon.social,1password.social,7
activitypub.garmy.jp,1password.social,1
status.pointless.one,1password.social,2
infosec.exchange,1password.social,2
hackers.town,1password.social,1
todon.eu,1password.social,2
weatherishappening.network,1password.social,1
hachyderm.io,1password.social,2
mementomori.social,1password.social,2
mastodon.social,social.ciaranmc.com,1
mstdn.jp,mstdn.o-nature-culture.net,11
tooot.im,reshet.social,3
mstdn.social,fed.sonnenmulde.at,1
t51b.org,mstd.onl,2
allthingstech.social,tusky.town,2
mstdn.social,mastodon.colincogle.name,2
pagan.plus,we.weirdos.social,3
mastodon.tetaneutral.net,social.easya.solutions,1
mastodon.social,social.easya.solutions,1
fediscience.org,social.easya.solutions,1
social.sciences.re,social.easya.solutions,1
pouet.chapril.org,social.easya.solutions,1
snac2.popolon.org,social.easya.solutions,1
mastodon.free-solutions.org,social.easya.solutions,1
chaos.social,social.easya.solutions,1
framapiaf.org,social.easya.solutions,1
mamot.fr,social.easya.solutions,3
m.g3l.org,social.easya.solutions,1
vmst.io,mastodon.eddmil.es,1
mastodon.ie,social.sergeant.net,2
makervine.net,social.sergeant.net,1
newsmast.community,plone.social,7
mastodon.social,plone.social,7
plone.social,plone.social,7
mamot.fr,mastodon.darkou.fr,2
friend.camp,xz.vc,5
cobbsquad.club,cobbsquad.club,3
faf.social,ucb.social,1
newsmast.community,mastodon.fooddrinklife.com,1
nrw.social,ytsubscriberbot.hopto.org,1
mastodon.online,mastodon.obdev.at,2
mastodon.au,mastodon.obdev.at,1
chaos.social,mastodon.obdev.at,2
c.im,mastodon.obdev.at,1
social.lol,mastodon.obdev.at,2
hachyderm.io,mastodon.obdev.at,1
mastodon.social,social.python.it,7
fosstodon.org,social.python.it,9
freeradical.zone,social.python.it,2
lethallava.land,mast.hutchie.scot,2
mstdn.social,m.gravitystorm.co.uk,1
chaos.social,mastodon.theorangeone.net,1
fosstodon.org,mastodon.theorangeone.net,8
mstdn.social,social.cloudron.io,1
mastodon.social,social.cloudron.io,1
infosec.exchange,social.cloudron.io,1
