发起实例,目标实例,互动次数
social.altetanke.com,infosec.exchange,2
fractalego.social,infosec.exchange,5
mobiliteactive.org,mastodon.art,1
hoosier.social,mastodon.art,6
feltmarker.uk,mastodon.art,2
social.matcha-soft.com,social.mikutter.hachune.net,9
mstdn.y-zu.org,social.mikutter.hachune.net,2
wikis.world,mastodon.art,5
gluck.cc,mastodon.art,2
masto.svavar.com,fosstodon.org,2
darmstadt.social,fosstodon.org,3
katholisch.social,nrw.social,1
don.linxx.net,nrw.social,6
mastodon.wurzelmann.at,nrw.social,2
hespere.de,nrw.social,2
hellinger.wtf,nrw.social,3
social.eden.one,nrw.social,2
scholar.social,nrw.social,2
fediscience.org,nrw.social,5
brvt.telent.net,chaos.social,1
pixelfed.judesign.vision,chaos.social,1
tabletop.social,troet.cafe,3
f.dresden.network,troet.cafe,1
anarres.family,mas.to,11
aipi.social,mastodon.online,1
mastodon.chrisduffley.com,mastodon.online,3
social.nerdzoom.media,chaos.social,2
mas.ivy.law,sfba.social,1
gearlandia.haus,shigusegubu.club,3
social.treehouse.systems,social.tchncs.de,4
k.lapy.link,trpg-o.xyz,5
s.mysw.moe,trpg-o.xyz,1
whitelily.blue,trpg-o.xyz,7
qdon.space,trpg-o.xyz,5
toot.funami.tech,trpg-o.xyz,1
sharlayan.in,trpg-o.xyz,1
ni.hil.ist,zirk.us,7
defcon.social,ioc.exchange,1
reporter.social,ioc.exchange,1
nya.one,zirk.us,1
thepit.social,zirk.us,2
infosec.space,zirk.us,5
oldbytes.space,zirk.us,3
elekk.xyz,zirk.us,1
corteximplant.com,zirk.us,2
left-tusk.com,zirk.us,1
mastodon.cloud,zirk.us,5
aus.social,weird.autos,4
beige.party,weird.autos,1
mastodon.scot,weird.autos,1
mastodon.uno,weird.autos,2
eigenmagic.net,weird.autos,1
lor.sh,weird.autos,1
fosstodon.org,henshaw.social,2
infosec.exchange,henshaw.social,2
vmst.io,henshaw.social,2
flipboard.social,universeodon.com,7
social.brendans-bits.com,photog.social,1
fediworld.de,photog.social,6
federation.network,photog.social,5
social.dfnt.fr,photog.social,2
metapixl.com,photog.social,6
fosstodon.org,photog.social,8
mstdn.jp,photog.social,20
mastodonapp.uk,photog.social,6
mastodon-japan.net,mastodon.cardina1.red,2
amefur.asia,mastodon.cardina1.red,5
prism.place,planet.moe,2
undernopretext.social,sfba.social,3
tuusin.misono-ya.info,noauthority.social,1
amala.schwartzwelt.xyz,noauthority.social,4
mstdn.business,med-mastodon.com,1
frikiverse.zone,med-mastodon.com,1
rivals.space,med-mastodon.com,2
mastodon.ericlathrop.com,med-mastodon.com,4
mas.to,urusai.social,6
mastodon.gamedev.place,urusai.social,3
tech.lgbt,urusai.social,4
infosec.exchange,urusai.social,5
librosphere.fr,mstdn.social,6
mastodon.rhys.wtf,mstdn.social,7
songbird.cloud,mstdn.ca,6
amarinha.gal,mastodon.world,1
pleroma.lord.re,mas.to,2
unstable.systems,mas.to,3
m6n.io,mas.to,6
social.colectif.de,mas.to,2
fiera.social,mas.to,6
social.nekover.se,mas.to,4
social.blurthefur.com,mas.to,2
meow.lgbt,mas.to,3
trollian.space,mas.to,2
fedi.derg.world,mas.to,1
gaysex.cloud,mas.to,2
wrestle.town,mas.to,2
blob.love,mas.to,2
k.iim.gay,mas.to,3
wetdry.world,social.vlhl.dev,9
cofe.rocks,social.vlhl.dev,2
fedi.pavluk.org,social.vlhl.dev,2
sakurajima.moe,social.vlhl.dev,1
snug.moe,social.vlhl.dev,5
woem.space,social.vlhl.dev,2
mastodon.nlmakers.ca,infosec.exchange,1
dlvn.cc,infosec.exchange,1
spore.social,socel.net,1
ohai.social,socel.net,3
mastodon.cisti.org,socel.net,2
bat.netbat.net,socel.net,2
opensocial.at,socel.net,1
linuxrocks.online,ravenation.club,2
snowflake.cyan-blue.me,qdon.space,1
mstdn.social,qdon.space,1
mastodon.uy,hcommons.social,1
social.dog-s.global,social.vivaldi.net,1
dice.camp,berlin.social,1
veganism.social,berlin.social,1
jauntygoat.net,mastodon.art,5
moppels.bar,social.vivaldi.net,1
hub.netzgemeinde.eu,social.vivaldi.net,7
amarinha.gal,masto.es,1
clacks.link,mstdn.tokyocameraclub.com,1
sciencemastodon.com,mastodonapp.uk,4
labyrinth.zone,mastodonapp.uk,5
gladtech.social,mastodonapp.uk,3
famichiki.jp,mastodonapp.uk,11
woof.tech,mastodonapp.uk,2
m.g3l.org,mastodonapp.uk,1
studio8502.ca,mastodonapp.uk,2
widget.uk,mastodonapp.uk,2
liberdon.com,mastodon.uno,1
transfem.social,void.lgbt,5
snep.place,anubis.social,2
tech.lgbt,void.lgbt,20
social.chatty.monster,zirk.us,2
friendica.me,climatejustice.social,1
pagan.plus,climatejustice.social,2
tchafia.be,climatejustice.social,1
hear-me.social,climatejustice.social,1
mas.to,ottawa.place,5
mindly.social,ottawa.place,2
thecanadian.social,ottawa.place,2
datasci.social,ottawa.place,1
mastodon.radio,ct1ete.net,7
plushies.social,mastodonapp.uk,12
dragonscave.space,mastodon.gamedev.place,2
mastodon.well.com,mastodon.gamedev.place,2
muenster.im,social.cologne,6
deadinsi.de,social.cologne,2
oldbytes.space,schleuss.online,5
metapixl.com,mementomori.social,1
hcommons.social,mementomori.social,2
feed.bentley.sh,fosstodon.org,2
homoo.social,fosstodon.org,1
social.hardlimit.com,fosstodon.org,1
social.security.plumbing,fosstodon.org,2
social.chaotikum.org,mastodon.art,4
zirk.us,c.im,25
goblin.band,c.im,1
hub.kliklak.net,c.im,3
glammr.us,mastodon.ie,6
masto.pt,mastodon.ie,3
weirder.earth,mastodon.ie,9
mspsocial.net,mastodon.ie,5
mastodon.sdf.org,paquita.masto.host,6
astrodon.social,paquita.masto.host,2
meetiko.org,paquita.masto.host,7
bookwyrm.social,paquita.masto.host,2
chilemasto.casa,paquita.masto.host,4
nerdculture.de,paquita.masto.host,2
mastodon.ie,literatur.social,3
typo.social,mastodon.ie,8
toot.bldrweb.org,mastodon.ie,1
chattrbx.com,mastodon.ie,2
mstdn.science,mastodon.ie,3
tsukihi.me,mastodon.ie,2
scicomm.xyz,mastodon.ie,1
archaeo.social,mastodon.ie,1
pdx.social,mastodon.ie,1
mograph.social,mastodon.ie,1
mastodon.coffee,mastodon.ie,4
emeraldsocial.org,mastodon.ie,1
mastodon.nz,mastodon.ie,6
mapstodon.space,mastodon.ie,4
flipboard.social,mastodon.ie,2
types.pl,mastodon.ie,2
fediverse.zachleat.com,mastodon.ie,2
laserdisc.party,federatedfandom.net,5
xoxo.zone,wrestling.social,2
nightfeather.cafe,mastodon.art,2
graffitiwall.net,mastodon.art,2
shakedown.social,mastodon.art,7
suomi.social,mastodon.art,1
snabelen.no,mastodon.art,10
drg.nz,mastodon.art,2
gyatt.cc,mastodon.art,2
chaosfurs.social,mastodon.art,5
social.dryusdan.fr,mastodon.art,1
toot.kobold.cafe,mastodon.art,2
elbmatsch.de,mastodon.art,1
kwak.cab,mastodon.art,2
swingset.social,mastodon.art,7
plural.cafe,mastodon.art,4
toot.queer-lexikon.net,mastodon.art,3
mastodon.catgirl.cloud,mastodon.art,7
toot.portes-imaginaire.org,mastodon.art,11
mastodon.projetretro.io,mastodon.art,1
mastodon.libre-entreprise.com,mastodon.art,3
mstdn.fr,mastodon.art,7
silvan.cloud,mastodon.art,2
social.bim.land,mastodon.art,3
meow.social,nrw.social,1
hostsharing.coop,nrw.social,9
lustigetiernamenbubble.de,newsie.social,1
social.boxingpreacher.net,newsie.social,2
mamot.fr,newsie.social,3
journa.host,newsie.social,2
mastodon.moule.world,beige.party,4
nrw.social,mastodon.pub.solar,2
toot.hoyle.me.uk,beige.party,2
m.epon.io,beige.party,4
social.lightbeamapps.com,beige.party,3
ticos.social,beige.party,1
heads.social,beige.party,9
tvwatch.party,beige.party,6
is.nota.live,beige.party,5
hulvr.com,beige.party,3
QuarteredCircle.net,beige.party,1
mastodon.ellouisdocker.synology.me,beige.party,1
poils.pachyderme.net,beige.party,1
eepy.life,beige.party,1
ak.uwu.is,chaos.social,3
fediverse.pictures,social.tchncs.de,1
mastodon.savvy.ch,social.tchncs.de,2
mastodon.bayern,social.tchncs.de,20
social.wikimedia.de,social.tchncs.de,3
turtleisland.social,troet.cafe,5
orbital.horse,sfba.social,2
toot.community,social.lol,5
mastodon-belgium.be,social.lol,3
nyan.lol,social.lol,3
mastodon.nu,sportsfeed.me,1
fedi.arkadi.one,mstdn.social,7
esperanto.masto.host,mstdn.ca,5
beekeeping.ninja,mas.to,10
mastodon.tedomum.net,mastodon.world,1
mastodon.laurenweinstein.org,mastodon.online,3
mastodon.acm.org,wxw.moe,23
tenforward.social,worldkey.io,2
gearlandia.haus,netzsphaere.xyz,1
mu.zaitcev.nu,netzsphaere.xyz,1
elekk.xyz,mastodon.thirring.org,2
newsmast.community,mastodon.thirring.org,1
det.social,lustigetiernamenbubble.de,1
afterspace.rocks,social.vivaldi.net,2
social.unextro.net,social.vivaldi.net,5
mastodon.mg,social.vivaldi.net,2
fuzzyfox.social,mastodon.gamedev.place,3
urusai.social,mastodon.gamedev.place,4
gamedev.lgbt,masto.es,10
urusai.social,furry.engineer,4
retro.pizza,furry.engineer,2
a.gup.pe,furry.engineer,1
ieji.de,aoir.social,1
sironi.tk,mastodon.uno,12
masto.ai,jorts.horse,1
mindly.social,urbanists.social,1
sunny.garden,urbanists.social,2
toolsforthought.social,urbanists.social,1
social.coop,urbanists.social,2
universeodon.com,urbanists.social,5
masto.batichi.net,sunny.garden,2
donotsta.re,sunny.garden,2
mastodon.ml,sunny.garden,2
masto.donte.com.br,sunny.garden,1
mastodon.com.br,sunny.garden,3
bolha.one,sunny.garden,1
hub.thefurpack.eu,sunny.garden,2
mastodon.nu,sunny.garden,3
kitsunes.gay,sunny.garden,2
social.librem.one,sunny.garden,2
openbiblio.social,sunny.garden,2
cheeseburger.social,sunny.garden,1
social.tchncs.de,sunny.garden,5
queer.party,sunny.garden,2
nya.one,sunny.garden,1
goblin.band,sunny.garden,3
social.fringesec.ca,sunny.garden,1
mastoart.social,sunny.garden,4
pipou.academy,sunny.garden,2
comfy.social,sunny.garden,1
ioc.exchange,sunny.garden,4
fedi.pregnant.horse,sunny.garden,2
stranger.social,sunny.garden,4
void.rehab,sunny.garden,3
void.lgbt,sunny.garden,5
mk.absturztau.be,sunny.garden,1
the.gayest.dev,sunny.garden,1
stonerkitty.monster,sunny.garden,1
woem.men,sunny.garden,4
sakurajima.moe,sunny.garden,1
fedi.rrr.sh,sunny.garden,2
kitty.town,sunny.garden,2
ieji.de,sunny.garden,2
weirder.earth,sunny.garden,9
social.lyrenhex.com,sunny.garden,1
packmates.org,sunny.garden,4
social.mootech.eu,sunny.garden,2
lunar.place,sunny.garden,2
procial.tchncs.de,sunny.garden,1
tomkahe.com,sunny.garden,1
social.ketupat.me,sunny.garden,2
tldr.nettime.org,sunny.garden,2
computerfairi.es,sunny.garden,1
critter.cafe,sunny.garden,6
hi.lysianth.us,sunny.garden,2
hackers.town,sunny.garden,4
estrogen.network,sunny.garden,2
don.linxx.net,sunny.garden,3
mastodon.pnpde.social,sunny.garden,1
lgbt.io,sunny.garden,4
quack.social,sunny.garden,2
mastodon.zaclys.com,sunny.garden,1
tacobelllabs.net,sunny.garden,1
booping.synth.download,sunny.garden,2
bat.netbat.net,sunny.garden,2
mastodon.xyz,sunny.garden,5
gotosocial-dev.svc.0x0a.network,sunny.garden,2
gts.bread-z.one,sunny.garden,1
nyanya.gay,sunny.garden,1
aleph.land,sunny.garden,1
haunted.computer,sunny.garden,3
shark.community,sunny.garden,1
udongein.xyz,sunny.garden,2
homestead.social,sunny.garden,1
typo.social,sunny.garden,2
shelter.moe,sunny.garden,2
social.sandervankasteel.nl,sunny.garden,1
social.naked.cash,sunny.garden,2
cathode.church,sunny.garden,9
peculiar.florist,sunny.garden,3
fedi.garfieldairlines.net,sunny.garden,1
mastodon.bsd.cafe,sunny.garden,2
urusai.social,sunny.garden,3
nerdculture.de,sunny.garden,5
akko.elysium.gay,sunny.garden,2
amikejo.xyz,sunny.garden,1
derg.social,sunny.garden,2
icosahedron.website,sunny.garden,2
activitypub.natalenko.name,chaos.social,1
social.lol,mastodon.ie,9
bitbang.social,mastodon.ie,3
en.osm.town,mastodon.ie,7
social.thej.in,mastodon.ie,1
social.kaniyam.cloudns.nz,mastodon.ie,1
libranigans.com,mastodon.ie,2
aethy.com,toot.cat,2
as89.it,mastodon.uno,1
solarpunk.moe,ruby.social,2
floss.social,ruby.social,1
defcon.social,social.lansky.name,2
pl.m0e.space,masto.ink,2
wetdry.world,mikuobsession.net,2
hespere.de,mastodonapp.uk,2
social.jigmedatse.com,mastodonapp.uk,1
mastodon.bida.im,mastodonapp.uk,2
pl.slash.cl,noauthority.social,7
social.vivaldi.net,newspapers.se,2
wstrsd.masto.host,rockcd.jp,1
minmin.hostdon.ne.jp,rockcd.jp,2
bookwor.ms,rockcd.jp,2
ddoskey.com,rockcd.jp,1
songbird.cloud,gohan-oisii.net,1
social.thej.in,mamot.fr,1
tabletop.social,mamot.fr,1
social.europlus.zone,mastodon.gamedev.place,3
mastodon.tetaneutral.net,mastodon.gamedev.place,1
mountains.social,nrw.social,2
mastodonsweden.se,nrw.social,2
cum.salon,udongein.xyz,1
mai.waifuism.life,udongein.xyz,1
makai.chaotic.ninja,udongein.xyz,1
mastodon.ml,udongein.xyz,7
mastodon.social,udongein.xyz,5
mitra.taihou.website,udongein.xyz,1
shitpost.poridge.club,udongein.xyz,1
udongein.xyz,udongein.xyz,5
o3o.ca,mona.do,10
alive.bar,mona.do,3
m.cmx.im,mona.do,2
wxw.moe,mona.do,46
fosstodon.org,paquita.masto.host,4
mastodon.art,literatur.social,9
fedi.at,literatur.social,1
freiburg.social,literatur.social,3
gruene.social,literatur.social,1
mugicha.club,m.tkw.fm,1
stormskey.works,mstdn.maud.io,6
don.taprix.org,social.mikutter.hachune.net,2
mstdn.mimikun.jp,kmy.blue,1
suyasuya.love,kmy.blue,1
indieweb.social,schleuss.online,7
social.riversouldiers.dk,mstdn.social,2
apricot.social,mstdn.social,1
coales.co,mstdn.ca,6
mstdn.strafpla.net,mastodon.world,1
mk.kiber-ogur4ik.space,mastodon.online,1
framapiaf.org,mementomori.social,1
neuromatch.social,mementomori.social,2
newsmast.community,mementomori.social,1
social.pseudo-whiskey.bar,mstdn.maud.io,5
does.social,mastodonapp.uk,2
boitam.eu,mastodonapp.uk,6
exile.social,mastodonapp.uk,5
lingo.lol,mastodonapp.uk,3
mstdn.jp,norden.social,14
fedi.freakshit.org,norden.social,2
twit.social,norden.social,1
die-partei.social,norden.social,6
masto.social,norden.social,1
electroverse.tech,troet.cafe,82
science.channel.org,techhub.social,1
vkl.world,techhub.social,2
social.dezinezync.com,techhub.social,2
misskey.7ka.org,mstdn.maud.io,1
climatejustice.social,urbanists.social,1
eldritch.cafe,urbanists.social,1
social.politicaconciencia.org,urbanists.social,3
tkz.one,urbanists.social,1
social.anartist.org,urbanists.social,2
masto.nobigtech.es,urbanists.social,4
frikiverse.zone,urbanists.social,1
retro.pizza,urbanists.social,10
tldr.nettime.org,urbanists.social,1
don.linxx.net,urbanists.social,1
covertcreatures.xyz,urbanists.social,1
social.ketupat.me,urbanists.social,1
homestead.social,urbanists.social,1
mastodon.eus,urbanists.social,2
mastorol.es,urbanists.social,5
mastodon.pnpde.social,urbanists.social,1
queer.party,urbanists.social,2
blahaj.zone,paquita.masto.host,4
mastodon.social,mastodonsweden.se,18
ohai.social,s.sneak.berlin,2
infosec.place,s.sneak.berlin,1
taps.good-eris.net,mamot.fr,1
turtleisland.social,mastodonapp.uk,7
technology.channel.org,social.tchncs.de,1
dotnet.social,social.tchncs.de,1
layer8.space,social.tchncs.de,19
toot.io,social.tchncs.de,2
ublog.tech,social.tchncs.de,1
veganism.social,mastodon.top,2
mstdn.party,bawü.social,2
det.social,bawü.social,4
flokinet.social,bawü.social,2
mastodon.de,bawü.social,3
muenster.im,bawü.social,1
troet.cafe,bawü.social,5
climatejustice.social,bawü.social,2
digitalcourage.social,bawü.social,4
social.tchncs.de,bawü.social,8
nfdi.social,bawü.social,1
legal.social,bawü.social,1
sueden.social,bawü.social,5
friendica.opensocial.space,bawü.social,2
nrw.social,bawü.social,3
chaos.social,bawü.social,4
mental.social,chaosphere.hostdon.jp,2
sciences.social,framapiaf.org,1
hcommons.social,framapiaf.org,1
peoplemaking.games,framapiaf.org,2
tldr.nettime.org,framapiaf.org,2
openbiblio.social,framapiaf.org,2
infosec.exchange,bawü.social,2
xn--baw-joa.social,bawü.social,2
mastodon.social,social.prepedia.org,2
m.ai6yr.org,mastodon.hams.social,9
mastodon.mit.edu,mastodon.hams.social,1
sfba.social,mastodon.hams.social,2
mastodon.la,xarxamontgri.masto.host,3
cyberpunk.lol,social.vivaldi.net,2
tux.social,swiss.social,2
mstdn.social,social.horrorhub.club,11
retro.pizza,social.horrorhub.club,2
phpc.social,geeknews.chat,1
mastodon.green,geeknews.chat,1
infosec.exchange,geeknews.chat,7
fosstodon.org,geeknews.chat,5
techhub.social,geeknews.chat,2
mastodonapp.uk,geeknews.chat,2
cloudisland.nz,geeknews.chat,1
masto.ai,geeknews.chat,1
mamot.fr,geeknews.chat,1
gursoy.social,geeknews.chat,2
witter.cz,geeknews.chat,1
mastodon.philtanner.com,geeknews.chat,1
historians.social,stefanbohacek.online,4
mstdn.plus,mastodonapp.uk,3
pixelfed.fr,mastodonapp.uk,23
penguicon.social,universeodon.com,3
ieji.de,mastodonapp.uk,17
ludosphere.fr,mastodonapp.uk,2
clacks.link,mastodonapp.uk,2
pipou.academy,mastodonapp.uk,1
aleph.land,mastodonapp.uk,2
setouchi.social,mastodonapp.uk,4
the-gathering.space,mastodonapp.uk,2
swiss.social,nrw.social,30
freesoftwareextremist.com,milker.cafe,3
suya.place,milker.cafe,6
shitpost.cloud,pleroma.kitsunemimi.club,1
assemblag.es,kind.social,1
social.spejset.org,digipres.club,1
denden.world,digipres.club,6
pony.social,digipres.club,2
tenforward.social,digipres.club,10
m.phase.org,digipres.club,1
argon.city,digipres.club,1
haj.magmaus3.eu.org,digipres.club,1
omg.sayitditto.net,digipres.club,5
icosahedron.website,digipres.club,6
pounced-on.me,digipres.club,6
mastodon.moule.world,digipres.club,1
nyan.network,digipres.club,1
queer.witchli.eu,digipres.club,1
lab.nyanide.com,digipres.club,2
zug.network,digipres.club,2
lgbt.io,digipres.club,2
dragon.style,digipres.club,5
furry.energy,digipres.club,2
goblin.technology,digipres.club,1
rivals.space,digipres.club,1
fire.asta.lgbt,digipres.club,2
furs.social,digipres.club,7
scalie.club,digipres.club,1
sfba.social,digipres.club,7
queer.party,digipres.club,24
lethallava.land,digipres.club,6
blahaj.zone,digipres.club,3
glaceon.social,digipres.club,10
labyrinth.social,digipres.club,2
tacobelllabs.net,digipres.club,7
i-love.liloandstit.ch,digipres.club,2
labyrinth.zone,digipres.club,3
booping.synth.download,digipres.club,3
toot.ale.gd,digipres.club,1
bikeshed.vibber.net,digipres.club,3
thicc.horse,digipres.club,2
fedi.ikeran.org,digipres.club,8
kind.social,digipres.club,16
babka.social,digipres.club,1
beep.town,mstdn.social,1
friendica.andreaskilgus.de,mstdn.social,19
skj.social,mstdn.ca,5
persadon.com,mstdn.social,41
social.dog-s.global,mstdn.ca,1
mountains.social,mstdn.ca,13
m.tzyl.eu,mstdn.social,3
progressivecafe.social,mstdn.social,6
snowmans.land,mstdn.social,5
dabr.ca,mstdn.social,1
cincy.social,mstdn.social,1
mastodon.westsideblogger.eu,mastodon.online,2
toot.orchid-cottage.uk,mastodon.online,1
pixelfed.uno,mastodon.online,15
thefire.work,mstdn.social,2
strangeplace.me,mstdn.social,1
3dp.chat,mstdn.social,1
foojay.social,mstdn.social,4
furry.energy,mstdn.social,3
toot.hoyle.me.uk,mstdn.social,2
friendica.nthomas20.net,mstdn.social,5
lonely.town,mastodon.online,2
social.doma.dev,mastodon.online,1
w3c.social,mastodon.online,3
uwu.social,mastodon.world,1
masto.alancfrancis.com,mastodon.online,1
botsin.space,mas.to,1
social.coletivos.org,mas.to,1
zoner.work,mastodon.online,10
bytetower.social,mastodon.world,3
ibe.social,mastodon.world,6
cooltrans.men,mastodon.world,3
f.haeder.net,mastodon.world,3
lsbt.me,mastodon.world,3
NerdJoy.social,mastodon.world,4
dataare.cool,mastodon.world,1
fandom.garden,mastodon.world,1
barrowof.gay,mastodon.world,1
social.4142.io,mastodon.world,2
netzkae.se,mastodon.online,2
infosec.place,mastodon.online,4
mastodon.tffppodcast.com,mastodon.online,1
gamepad.club,mstdn.ca,9
mastodon.content.town,mstdn.ca,1
socl.bz,mstdn.ca,2
41020.social,mastodon.social,9
sb17.space,mstdn.ca,2
micro.sadlerjw.com,mstdn.ca,3
die-partei.social,mastodon.online,3
gladtech.social,mstdn.social,14
blacktwitter.io,mstdn.social,3
social.ifthenel.se,mstdn.social,3
mastodon.earth,mstdn.social,4
weserbergland.social,mstdn.social,5
social.dauen.name,mastodon.world,1
terberlo.dog,mstdn.social,10
bonk.cozysumo.space,mstdn.social,2
gyatt.cc,mastodon.online,2
uwu.social,mastodon.online,7
im.alstadheim.no,mstdn.social,3
hometech.social,mstdn.social,1
curttech.com,mstdn.social,40
social.chiefgyk3d.com,mstdn.social,1
animal.business,mastodon.social,14
stormlight.space,mastodon.social,5
fedi.turbofish.cc,mstdn.social,1
some.hacklab.fi,mstdn.social,2
talk.marq42.xyz,mstdn.social,1
mastodon.vierkantor.com,mstdn.social,1
not.an.evilcyberhacker.net,mstdn.social,5
posts.jacobhaddon.com,mstdn.social,3
social.zischundweg.cloud,mastodon.social,10
sfba.social,rss-mstdn.studiofreesia.com,2
dmv.community,rss-mstdn.studiofreesia.com,1
mstdn.ca,rss-mstdn.studiofreesia.com,2
mastodon.world,rss-mstdn.studiofreesia.com,4
chaos.social,rss-mstdn.studiofreesia.com,2
twentyzen.social,mstdn.social,2
hubzilla.markusgarlichs.de,mastodon.social,7
social.coletivos.org,mstdn.social,2
soc.utzer.de,mstdn.social,2
snug.moe,mstdn.social,4
akk.de-lacom.be,mastodon.social,7
bahn.social,mstdn.social,3
mastodon.electricbrain.au,mstdn.social,3
stansells.org,mstdn.social,2
kotobaphil-mtdn.eu,rss-mstdn.studiofreesia.com,2
voskey.icalo.net,rss-mstdn.studiofreesia.com,21
social.sunet.se,mstdn.social,2
ak2.suzu-ya.info,rss-mstdn.studiofreesia.com,1
mi.okin-jp.net,rss-mstdn.studiofreesia.com,1
social.seanzach.com,mastodon.social,5
toot.it.com,mastodon.social,1
social.raytec.co,mstdn.social,2
misskey.0sakana.xyz,rss-mstdn.studiofreesia.com,2
mi.tomadoi.com,rss-mstdn.studiofreesia.com,1
submarin.online,rss-mstdn.studiofreesia.com,3
xn--vusz0j.art,rss-mstdn.studiofreesia.com,1
blueplanet.social,mstdn.social,4
social.linux-magazin.de,mastodon.social,2
raggedfeathers.com,mstdn.social,1
ap.xabirequejo.eus,mstdn.ca,2
pandas.social,mastodon.world,4
firefish.city,mastodon.online,1
live-theater.net,rss-mstdn.studiofreesia.com,2
mastodontti.fi,rss-mstdn.studiofreesia.com,2
fedi.esgeroth.org,mastodon.social,2
misskey.sweshelo.jp,rss-mstdn.studiofreesia.com,1
social.jigmedatse.com,mstdn.ca,1
mastodon.nichi.co,mastodon.social,2
makervine.net,mastodon.social,2
cijber.social,mastodon.social,2
social.middleearth.fr,mstdn.ca,1
collapse.cat,mastodon.social,1
thinkydoers.social,mstdn.social,2
solarcene.community,mstdn.social,1
fursuits.online,mstdn.social,12
rubber.social,mstdn.social,9
hi.hashi.icu,mstdn.social,1
digforfire.org,mstdn.social,1
pari.cafe,mstdn.social,11
www.glidden.life,mstdn.social,1
mastodon.neilzone.co.uk,mstdn.social,1
climatejustice.rocks,mstdn.social,1
mastodon.chuggybumba.com,mstdn.social,6
rheinhessen.social,mstdn.social,2
pleroma.raoull.org,mstdn.social,1
cyberpunk.lol,mstdn.social,15
cyberfurz.social,mstdn.social,2
poliverso.org,mstdn.social,4
masto.thepit.space,mstdn.social,1
hooves.social,mstdn.social,3
lea.pet,mstdn.social,2
yip.gay,mstdn.social,2
techfieldday.net,mstdn.social,3
mastodon.spacefox.fr,mstdn.social,2
social.bopinions.de,mstdn.social,1
social.veltens.org,mstdn.social,3
dragon-lair.social,mstdn.social,2
bluechakra.cloud,mstdn.social,1
cafe.otter.homes,mstdn.social,2
dood.net,mstdn.social,3
misskey.life,imastodon.net,2
cyberpunk.lol,mstdn.ca,2
oldfriends.live,mstdn.ca,7
lia.fail,mstdn.ca,8
mckellar.social,mastodon.social,4
mi.kochudaho.me,pawoo.net,2
friendica.opensocial.space,mstdn.social,3
fruef.social,mstdn.social,3
social.colectif.de,mstdn.social,1
mkkey.net,pawoo.net,2
blob.cat,mstdn.ca,4
m.ocsf.in,mastodon.social,2
autumnsky.jp,pawoo.net,2
astrodon.social,mstdn.ca,6
skyjake.fi,mastodon.social,2
social.computertruhe.de,mastodon.social,1
friendica.a-zwenkau.de,mastodon.social,12
nonoino.masto.host,mastodon.social,11
msk.kitazawa.me,pawoo.net,1
sparrowhawk.social,mastodon.social,4
alentours.cc,mastodon.social,1
mensmaaktmooi.nl,mastodon.social,1
m-i.im,mastodon.social,8
sk.girlthi.ng,mastodon.social,3
async.social,mastodon.social,1
fedi.j1nk4l.com,mastodon.social,4
mastodon.gibbens.dev,mastodon.social,1
x0f.org,mastodon.social,2
akkoma.ascyltos.social,mastodon.social,1
andrews.me,mastodon.social,2
cmdr.social,mastodon.social,5
kjas.no,mastodon.social,1
j12t.social,mastodon.social,14
dungeoncrawler.world,mastodon.social,4
lunar.place,mastodon.social,4
pleroma.neuromante.net,mastodon.social,2
retrorewind.social,mastodon.social,4
hex.st,mastodon.social,4
uri.life,mastodon.social,20
gts.curiouscabbit.social,mastodon.social,2
social.moreati.org.uk,mastodon.social,2
hintertupf.ing,mastodon.social,1
fedi.ikeran.org,mastodon.social,20
otogamer.me,mastodon.social,2
bynight.cafe,mastodon.social,2
fedi.garfieldairlines.net,mastodon.social,3
tane.codes,mastodon.social,15
open3dlab.social,mastodon.social,3
mastodon.ph,mastodon.social,2
ppiy.ac,mastodon.social,4
mastodon.rym.social,mastodon.social,1
vedimak.ru,mastodon.social,1
homo.promo,mastodon.social,3
jeffburg.social,mastodon.social,1
mastodon.uniteddiversity.coop,mastodon.social,11
mastodon.friendnet.eu,mastodon.social,10
merida.hair,mastodon.social,3
bloor.tw,mastodon.social,2
social.notjustbikes.com,mastodon.social,5
piaf.stilobique.com,mastodon.social,3
mastodon.ptmsoft.fr,mastodon.social,2
mastodon.sujets-libres.fr,mastodon.social,3
mastodon.gatewayy.net,mastodon.social,3
gts.eunach.scot,mastodon.social,3
slightly.social,mastodon.social,9
dz.social,mastodon.social,6
social.bopinions.de,mastodon.social,7
base.nospy.net,mastodon.social,3
social.kapellen.onl,mastodon.social,1
iyasaretai.pw,mastodon.social,3
m.coolhost.fr,mastodon.social,2
social.sergeant.net,mastodon.social,14
omgwars.com,mastodon.social,2
defcon42.net,mastodon.social,4
psiren.eu,mastodon.social,2
sysadmin.run,mastodon.social,3
goodlett.social,mastodon.social,1
tatooine.club,mastodon.social,2
eay.social,mastodon.social,24
social.aldiserver.de,mastodon.social,1
misskey.gingarenpo.com,mastodon.social,4
honeycomb.engineer,mastodon.social,3
sozial.cyberpunk.gmbh,mastodon.social,3
social.piweb.be,mastodon.social,1
social.snircle.space,mastodon.social,6
fedi.imzadi.de,mastodon.social,10
fasol.org,mastodon.social,1
toot.mantyke.icu,mastodon.social,33
sciencp.work,mastodon.social,1
mikrobloggen.no,mastodon.social,2
mastodon.siteop.biz,mastodon.social,1
