发起实例,目标实例,互动次数
mastdn.social,dju.social,1
don.linxx.net,dju.social,2
mastodon.social,iconfactory.world,10
worldkey.io,iconfactory.world,1
starside.social,iconfactory.world,1
fireplace.cafe,iconfactory.world,1
orchard.social,iconfactory.world,1
dragonscave.space,iconfactory.world,1
mastodon.design,iconfactory.world,1
mastodon.cloud,iconfactory.world,2
social.vivaldi.net,iconfactory.world,1
netzsphaere.xyz,fedi.furfag.biz,14
shigusegubu.club,fedi.furfag.biz,5
pixey.org,mastodon.world,8
n-odes.social,mastodon.world,8
famichiki.jp,mastodon.world,27
social.tmprs.net,mamot.fr,1
imaginair.es,mamot.fr,21
apobangpo.space,mastodon.world,12
mastouille.fr,mamot.fr,82
toot.aquilenet.fr,mamot.fr,105
plrm.biboumail.fr,mamot.fr,3
hachyderm.io,mamot.fr,55
syzito.xyz,mamot.fr,1
toot.portes-imaginaire.org,mamot.fr,55
queer.hacktivis.me,mamot.fr,10
veganism.social,mamot.fr,11
oc.todon.fr,mamot.fr,20
mapstodon.space,mamot.fr,31
mastodon.tedomum.net,mamot.fr,30
mastodon.nl,c.im,32
mostr.pub,mamot.fr,7
tech.lgbt,mamot.fr,23
o3o.ca,c.im,2
pxlmo.com,c.im,2
chattrbx.com,c.im,1
troet.cafe,c.im,53
social.vivaldi.net,c.im,20
mastodon.au,c.im,4
aus.social,c.im,29
veganism.social,c.im,2
social.cologne,c.im,4
norden.social,c.im,19
mastodon.me.uk,c.im,17
freiburg.social,c.im,2
vmst.io,c.im,6
cyberplace.social,c.im,3
library.love,c.im,1
m.ai6yr.org,c.im,6
akademienl.social,c.im,1
possum.city,c.im,1
lgbtqia.space,c.im,8
historians.social,c.im,12
ohai.social,c.im,25
spore.social,c.im,7
regenerate.social,c.im,2
zirk.us,c.im,20
mastodon.nz,c.im,26
sauropods.win,c.im,7
mastodon.zaclys.com,c.im,2
ni.hil.ist,c.im,8
oliphaunt.social,c.im,1
hactivedirectory.com,c.im,1
social.afront.org,c.im,1
lgbt.io,c.im,5
goblin.camp,c.im,2
terra.techpriesthub.xyz,c.im,1
furry.engineer,c.im,9
mstdn.io,c.im,5
mastodon.xyz,c.im,2
tiggi.es,c.im,2
jasette.facil.services,c.im,2
corneill.es,c.im,1
fiberart.club,c.im,2
transmom.love,c.im,2
uwu.mikkonen.com,c.im,1
polyglot.city,c.im,4
kafeneio.social,c.im,3
tenforward.social,c.im,6
toot.wales,c.im,7
openbiblio.social,c.im,5
treehouse.technopagans.de,c.im,1
eliitin-some.fi,c.im,1
plasmatrap.com,c.im,4
mementomori.social,c.im,5
fedia.social,c.im,2
mastodon.bsd.cafe,c.im,2
kapteinis.lv,c.im,1
social.sciences.re,c.im,3
glammr.us,c.im,2
comp.lain.la,c.im,1
mstdn.science,c.im,8
biologists.social,hachyderm.io,1
sauropods.win,hachyderm.io,25
mast.hpc.social,hachyderm.io,21
montereybay.social,hachyderm.io,9
spaceballs.masto.host,hachyderm.io,4
666.glitchwit.ch,hachyderm.io,8
bsd.network,hachyderm.io,37
bikeshed.vibber.net,hachyderm.io,29
dice.camp,norden.social,12
social.saarland,norden.social,13
tooting.ch,norden.social,17
freiburg.social,norden.social,69
social.cologne,norden.social,139
weserbergland.social,norden.social,12
meow.social,norden.social,8
bsky.brid.gy,norden.social,21
mountains.social,norden.social,12
troet.social,norden.social,35
mastodon.bayern,norden.social,18
hachyderm.io,norden.social,24
stpauli.social,norden.social,11
toots.cc,norden.social,3
defcon.social,norden.social,11
metalhead.club,masto.ai,4
venera.social,masto.ai,3
mastodont.cat,masto.ai,8
mastodon.cr,masto.ai,6
friendica.world,masto.ai,3
krigskunst.social,norden.social,1
mastodon.nu,norden.social,9
writing.exchange,norden.social,29
radiosocial.de,norden.social,25
masto.es,norden.social,5
vmst.io,norden.social,10
fediscience.org,norden.social,17
gamerstavern.online,norden.social,3
mastodon.nl,norden.social,33
mastodon.gamedev.place,norden.social,10
toot.bike,norden.social,47
mastodon.berlin,norden.social,7
gruene.social,norden.social,56
mastodon.peaceful.social,norden.social,12
veganism.social,norden.social,12
masto.ai,norden.social,25
social.zischundweg.cloud,norden.social,7
universeodon.com,norden.social,9
freeradical.zone,mastodon.scot,14
toot.aquilenet.fr,mastodon.gamedev.place,3
social.saarland,mastodon.gamedev.place,1
metalhead.club,mastodon.gamedev.place,10
mas.to,mastodon.gamedev.place,74
social.tchncs.de,mastodon.gamedev.place,23
social.treehouse.systems,mastodon.gamedev.place,16
tchafia.be,mastodon.gamedev.place,1
todon.eu,mastodon.gamedev.place,6
ocw.social,mastodon.gamedev.place,6
convo.casa,beige.party,18
novo-atlantis.null.media,beige.party,1
hostux.social,dice.camp,1
sociabl.be,dice.camp,1
fediworld.de,dice.camp,1
pixelfed.social,dice.camp,20
mas.to,dice.camp,56
metalhead.club,dice.camp,28
rebel.ar,dice.camp,3
mastodon.art,dice.camp,75
sfba.social,dice.camp,12
social.tchncs.de,dice.camp,4
posts.jacobhaddon.com,dice.camp,1
berlin.social,dice.camp,1
mastodon.ie,dice.camp,20
goblin.camp,dice.camp,1
toot.cat,dice.camp,14
digitalcourage.social,dice.camp,1
meow.social,dice.camp,9
plasmatrap.com,dice.camp,1
cupoftea.social,dice.camp,2
infosec.exchange,dice.camp,28
tech.lgbt,dice.camp,48
mstdn.social,dice.camp,55
birb.site,dice.camp,1
scholar.social,dice.camp,3
fosstodon.org,dice.camp,34
toot.garden,dice.camp,1
muenster.im,dice.camp,1
hessen.social,dice.camp,1
troet.cafe,dice.camp,13
pfalz.social,dice.camp,1
muenchen.social,dice.camp,2
mastodon.de,dice.camp,3
toot.berlin,dice.camp,1
dresden.network,dice.camp,1
circumstances.run,m.ai6yr.org,1
todon.nl,m.ai6yr.org,1
thecanadian.social,m.ai6yr.org,1
social.hackerspace.pl,m.ai6yr.org,1
petrous.vislae.town,m.ai6yr.org,4
sfba.social,hostux.social,2
mastodon.art,hostux.social,7
norden.social,hostux.social,1
troet.cafe,hostux.social,4
mas.to,hostux.social,5
photog.social,hostux.social,2
mstdn.jp,hostux.social,1
techhub.social,hostux.social,1
mastodon.world,hostux.social,1
mastodon.social,hostux.social,19
is-a.cat,hostux.social,1
nelson.social,hostux.social,3
rainyday.social,hostux.social,1
beige.party,hostux.social,1
friendica.myportal.social,hostux.social,2
socel.net,hostux.social,1
syzito.xyz,hostux.social,2
mastodon.online,hostux.social,5
infosec.space,hostux.social,1
freeradical.zone,hostux.social,2
sunny.garden,hostux.social,4
mstdn.ca,hostux.social,2
social.anoxinon.de,hostux.social,1
tech.lgbt,hostux.social,4
mastodon.nl,hostux.social,1
mstdn.social,hostux.social,4
c.im,hostux.social,1
mastodon.uno,hostux.social,2
mastodon.pirati.cz,hostux.social,1
mstdn.social,mastodon.me.uk,9
mastodon.sdf.org,mastodon.me.uk,13
mastodon.online,mastodon.me.uk,3
octodon.social,mastodon.me.uk,4
social.lol,mastodon.me.uk,2
blimey.social,mastodon.me.uk,1
social.sdfeu.org,mastodon.me.uk,1
mastodonapp.uk,mastodon.me.uk,11
toot.berlin,mastodon.me.uk,4
zdf.social,literatur.social,1
troet.cafe,literatur.social,32
cultur.social,literatur.social,1
mastodon.social,literatur.social,30
n-odes.social,mastodon.me.uk,1
mstdn.plus,mastodon.me.uk,1
poa.st,seal.cafe,32
mas.to,cupoftea.social,80
social.data.coop,cupoftea.social,1
dice.camp,cupoftea.social,3
helvede.net,cupoftea.social,1
ponies.social,ponies.social,186
pounced-on.me,thicc.horse,1
sunny.garden,veganism.social,1
gigaohm.bio,gigaohm.bio,44
focal.love,fosstodon.org,30
pandas.social,fosstodon.org,4
social.dssc.io,fosstodon.org,3
sonomu.club,fosstodon.org,2
wetdry.world,fosstodon.org,17
camp.crates.im,fosstodon.org,1
m.jling.dev,fosstodon.org,1
mastodonapp.uk,fosstodon.org,26
hostsharing.coop,fosstodon.org,1
mitra.social,fosstodon.org,2
md.startide.jp,fosstodon.org,1
mstdn.sublimer.me,fosstodon.org,9
dragonchat.org,fosstodon.org,1
mastodon.opencloud.lu,fosstodon.org,3
infosec.space,fosstodon.org,4
berlin.social,fosstodon.org,14
loma.ml,fosstodon.org,3
rubber.social,fosstodon.org,1
mstdn.dk,fosstodon.org,3
cloudisland.nz,fosstodon.org,16
plrm.biboumail.fr,fosstodon.org,2
mstdn.games,fosstodon.org,8
body.social,fosstodon.org,1
sakurajima.moe,fosstodon.org,3
bookstodon.com,fosstodon.org,10
ravenation.club,fosstodon.org,5
autistics.life,fosstodon.org,4
hameln.social,fosstodon.org,1
social.sdf.org,fosstodon.org,6
toot.cafe,fosstodon.org,21
mendeddrum.org,fosstodon.org,7
mastodon.green,fosstodon.org,36
hellinger.wtf,fosstodon.org,1
meow.social,fosstodon.org,12
masto.byrd.ws,fosstodon.org,1
mastodonsweden.se,fosstodon.org,3
wehavecookies.social,fosstodon.org,2
corteximplant.com,fosstodon.org,12
queer.cool,fosstodon.org,1
queer.group,fosstodon.org,2
cutie.city,fosstodon.org,1
buff.tomboyfan.club,fosstodon.org,4
afterspace.rocks,fosstodon.org,1
mastodon.coffee,fosstodon.org,6
spacey.space,fosstodon.org,1
sleeping.town,infosec.exchange,22
social.shadowfacts.net,infosec.exchange,4
23.social,infosec.exchange,111
bikeshed.vibber.net,fosstodon.org,6
mastodon.au,fosstodon.org,5
scicomm.xyz,infosec.exchange,14
troot.social,infosec.exchange,3
masto.ai,mamot.fr,5
focal.love,mamot.fr,58
newsie.social,mamot.fr,5
lingo.lol,mamot.fr,7
mstdn.jp,mamot.fr,32
petrous.vislae.town,mamot.fr,2
shelter.moe,mamot.fr,15
h4.io,mamot.fr,36
craftopi.art,mamot.fr,6
social.jondev.lol,infosec.exchange,13
social.gyt.is,infosec.exchange,6
eupolicy.social,infosec.exchange,24
partyon.xyz,infosec.exchange,7
hcommons.social,infosec.exchange,15
federate.social,infosec.exchange,40
paquita.masto.host,infosec.exchange,111
gruene.social,infosec.exchange,42
spezi.social,infosec.exchange,8
m.epon.io,infosec.exchange,9
social.europlus.zone,infosec.exchange,50
derpy.masto.host,infosec.exchange,2
social.apcn.nz,infosec.exchange,8
gts.amd.im,infosec.exchange,14
swiss.social,infosec.exchange,26
pleroma.makemake.site,infosec.exchange,1
kitsunes.club,infosec.exchange,53
uwu.mikkonen.com,infosec.exchange,3
bildung.social,infosec.exchange,41
social.nekover.se,infosec.exchange,12
berlin.social,infosec.exchange,53
mountains.social,infosec.exchange,29
hessen.social,infosec.exchange,44
fedi.solibre.de,infosec.exchange,1
hameln.social,social.tchncs.de,1
microhive.social,social.tchncs.de,11
zeroes.ca,mamot.fr,5
nerdculture.de,norden.social,124
fdv.jyrgi.de,norden.social,4
misskey.de,norden.social,39
nahe.social,norden.social,14
mastodon.ie,norden.social,14
lfnt.site,norden.social,14
sharknado.tombies.eu,norden.social,3
bunt.social,norden.social,34
sunny.garden,norden.social,26
gram.social,norden.social,27
pxlmo.com,norden.social,9
f.cz,beige.party,4
mstdn.plus,beige.party,13
fedimon.uk,beige.party,2
thingy.social,beige.party,4
weatherishappening.network,beige.party,25
social.finkhaeuser.de,beige.party,5
cutie.city,beige.party,39
sudomakecake.ddns.net,beige.party,5
pawb.fun,chitter.xyz,3
furry.engineer,chitter.xyz,15
petrous.vislae.town,chitter.xyz,1
tabletop.social,dice.camp,22
indieweb.social,dice.camp,11
zoner.work,dice.camp,8
mastodon.pnpde.social,dice.camp,14
metalhead.club,beige.party,98
goto.coiloptic.org,beige.party,4
hates.company,beige.party,9
social.entan.gl,beige.party,3
fosstodon.org,mastodon.nu,8
freeradical.zone,mastodon.nu,1
wetdry.world,mastodon.nu,2
mastodon.social,oc.todon.fr,18
catharsis.cafe,oc.todon.fr,1
focal.love,oc.todon.fr,1
mstdn.social,oc.todon.fr,2
piaille.fr,oc.todon.fr,22
mas.to,ottawa.place,3
historians.social,ottawa.place,4
jorts.horse,ottawa.place,1
autistics.life,ottawa.place,4
urbanists.social,ottawa.place,3
beige.party,ottawa.place,1
mastodon.nl,ottawa.place,1
mastodon.world,ottawa.place,1
toot.cat,ottawa.place,1
mastodon.social,feuerwehr.social,10
fedi.yesmap.net,fedi.yesmap.net,20
tech.lgbt,social.beaware.live,1
ursal.zone,social.beaware.live,1
social.harpia.red,social.beaware.live,1
kolektiva.social,social.beaware.live,1
is-a.cat,social.beaware.live,1
techhub.social,social.beaware.live,1
darkmoon.social,social.beaware.live,1
mastodon.social,procrastodon.net,1
autistics.life,procrastodon.net,1
tweesecake.social,procrastodon.net,2
dragonscave.space,procrastodon.net,2
shakedown.social,mstdn.social,35
kinky.business,mstdn.social,82
bsky.brid.gy,mastodon.art,15
poliverso.org,mstdn.social,3
gamedev.lgbt,mastodon.art,12
merveilles.town,mastodon.art,68
helvede.net,mastodon.art,25
masto.posting.haus,mastodon.art,13
kinky.business,mastodon.art,45
mastodontech.de,mastodon.art,43
mellified.men,mastodon.art,7
fandom.ink,mastodon.art,27
nerdculture.de,mastodon.art,99
sakurajima.moe,mastodon.art,32
egirls.gay,mastodon.art,5
techhub.social,mastodon.art,69
mathstodon.xyz,mastodon.art,90
dosgame.club,mastodon.art,7
masto.doskel.net,mastodon.art,2
idtech.space,mastodon.art,1
goblin.camp,mastodon.art,15
mastodon.murkworks.net,mastodon.art,2
timetheft.social,mastodon.art,12
masto.brightfur.net,mastodon.art,2
toots.matapacos.dog,mastodon.art,7
fedi.lat,mastodon.art,5
paquita.masto.host,mastodon.art,122
col.social,mastodon.art,10
frikiverse.zone,mastodon.art,22
autistics.life,mastodon.art,29
piipitin.fi,mastodon.art,13
mindly.social,mastodon.art,90
universeodon.com,mastodon.art,122
ngmx.com,mastodon.art,27
wehavecookies.social,mastodon.art,15
tweesecake.social,mastodon.art,8
mastodon.berlin,universeodon.com,10
coffeebean.social,universeodon.com,2
retro.pizza,universeodon.com,46
mastodon.hardcoredevs.com,universeodon.com,30
zirk.us,universeodon.com,87
toad.social,universeodon.com,157
catodon.social,universeodon.com,7
knowscore.social,universeodon.com,9
floofy.tech,universeodon.com,10
focal.love,universeodon.com,83
mastodon.uno,universeodon.com,63
hessen.social,universeodon.com,59
libretooth.gr,universeodon.com,16
mastodon.vhome.info,universeodon.com,6
fedibird.com,universeodon.com,41
veganism.social,universeodon.com,26
mstdn.business,universeodon.com,29
fediworld.de,universeodon.com,13
masto.nu,universeodon.com,16
mamot.fr,universeodon.com,65
social.tulsa.ok.us,universeodon.com,33
gram.social,universeodon.com,38
tkz.one,universeodon.com,39
pixelfed.snowhouse.noho.st,universeodon.com,24
eponaauthor.social,universeodon.com,1
autisticnomad.social,universeodon.com,5
talkedabout.social,universeodon.com,9
social.cologne,universeodon.com,11
xoxo.zone,universeodon.com,13
freeradical.zone,universeodon.com,69
kowelenz.social,universeodon.com,1
escobar.social,universeodon.com,1
appdot.net,universeodon.com,5
lgbtqia.space,universeodon.com,68
awesome.garden,universeodon.com,3
oldbytes.space,universeodon.com,29
snabelen.no,universeodon.com,10
dads.cool,universeodon.com,4
tldr.nettime.org,universeodon.com,13
soc.utzer.de,universeodon.com,1
lor.sh,universeodon.com,14
mastodontech.de,universeodon.com,69
thecanadian.social,universeodon.com,13
masto.bike,universeodon.com,41
wetdry.world,universeodon.com,39
toot.cafe,universeodon.com,11
mastodon.de,universeodon.com,20
fedi.rib.gay,universeodon.com,4
labyrinth.zone,universeodon.com,7
digipres.club,universeodon.com,5
eldritch.cafe,universeodon.com,83
social.sciences.re,universeodon.com,13
social.lol,universeodon.com,32
tooting.ch,universeodon.com,16
rollenspiel.social,hessen.social,14
fnordon.de,hessen.social,20
bsky.brid.gy,hessen.social,7
social.tchncs.de,hessen.social,48
dresden.network,hessen.social,11
social.cologne,hessen.social,5
witter.cz,ioc.exchange,1
rstokes.uk,social.lol,1
mastodon.lqx.net,social.lol,1
cloudisland.nz,social.lol,4
mastodon.me.uk,social.lol,2
mograph.social,social.lol,1
dindon.one,social.lol,1
mastodon.world,social.lol,13
med-mastodon.com,social.lol,1
troet.cafe,mastodon.radio,2
digipres.club,digipres.club,27
code4lib.social,digipres.club,1
octodon.social,digipres.club,4
wears.tigerpajamas.com,digipres.club,1
bikeshed.vibber.net,digipres.club,2
mastodon.social,digipres.club,224
mastodon.online,digipres.club,32
helvede.net,digipres.club,1
mastodon.westsideblogger.eu,troet.cafe,90
vkl.world,troet.cafe,3
kinky.business,troet.cafe,146
hub.netzgemeinde.eu,troet.cafe,33
hostsharing.coop,troet.cafe,14
musicians.today,troet.cafe,11
mastodontech.de,masto.ai,4
universeodon.com,masto.ai,35
mastodonapp.uk,wetdry.world,6
donotsta.re,wetdry.world,23
village.elrant.team,wetdry.world,1
mastodon.sdf.org,masto.es,9
solarpunk.moe,wetdry.world,10
col.social,masto.es,28
mast.lat,masto.es,70
hellsite.site,glaceon.social,4
dragon.style,glaceon.social,3
plush.city,glaceon.social,5
c.im,urbanists.social,3
limepeeps.perchinup.top,urbanists.social,1
ni.hil.ist,urbanists.social,1
mstdn.ca,urbanists.social,12
kolektiva.social,urbanists.social,4
wetdry.world,urbanists.social,2
sfba.social,urbanists.social,13
meow.social,urbanists.social,6
503junk.house,urbanists.social,1
thepit.social,urbanists.social,1
labyrinth.zone,urbanists.social,1
towns.gay,urbanists.social,2
mstdn.social,socel.net,7
social.vivaldi.net,socel.net,2
mstdn.ca,socel.net,3
mastodon.social,socel.net,73
4bear.com,socel.net,1
dice.camp,socel.net,7
23.social,socel.net,1
aus.social,socel.net,1
wandering.shop,socel.net,1
noods.fun,socel.net,1
kinky.business,socel.net,1
meow.social,socel.net,4
hostux.social,socel.net,2
rollenspiel.social,socel.net,1
techhub.social,socel.net,2
hachyderm.io,socel.net,2
social.coop,socel.net,2
bonn.social,socel.net,1
ruhr.social,socel.net,1
mastodon.art,socel.net,22
mdn.kaitou.org,socel.net,1
sociale.network,socel.net,1
infosec.exchange,socel.net,1
mastodon.gamedev.place,socel.net,5
introvert.social,socel.net,1
toot.cat,socel.net,1
focal.love,socel.net,5
pixelfed.art,socel.net,1
mastodon.uno,socel.net,1
mastodon.world,socel.net,4
vmst.io,socel.net,2
mstdn.plus,socel.net,1
beige.party,socel.net,4
photog.social,socel.net,7
mastodon.scot,socel.net,2
mastodon.online,socel.net,13
mastodon.sdf.org,socel.net,5
mastodon.top,mastodon.social,368
social.sciences.re,mastodon.social,179
social.marud.fr,mastodon.social,15
zelk.space,mastodon.social,15
diaspodon.fr,mastodon.social,100
federation.network,mastodon.social,197
infosec.space,mastodon.social,400
mindly.social,mstdn.ca,121
mastodon.au,mstdn.ca,28
defcon.social,mstdn.ca,9
nrw.social,mstdn.ca,20
toot.cat,mstdn.ca,73
theblower.au,mstdn.ca,33
mastodon.nu,mstdn.ca,33
brettspiel.space,mstdn.ca,18
tabletop.social,mstdn.ca,9
douchi.space,mastodon.world,3
social.lol,mastodon.world,52
krefeld.life,mastodon.world,14
teh.entar.net,mastodon.world,3
alpha.polymaths.social,mastodon.world,13
9ineverse.com,mastodon.world,2
urusai.social,mastodon.world,10
mastodon.com.tr,mastodon.world,8
cutie.city,mstdn.social,27
warhammer.social,mstdn.social,19
curmudgeon.cafe,mstdn.social,41
toot.berlin,mstdn.social,12
toot.io,mstdn.social,60
troot.social,mstdn.social,4
social.taker.fr,mstdn.social,3
rstokes.uk,mstdn.social,4
ottawa.place,mstdn.social,80
mycrowd.ca,mstdn.social,4
mastodon.im,wxw.moe,64
dvd.chat,wxw.moe,45
wolfdo.gg,mstdn.social,11
gotosocial.patatas.ca,mstdn.social,1
flutue.in,mstdn.social,1
social.zvavybir.eu,mstdn.social,15
coinop.social,mstdn.social,1
yiff.life,mstdn.social,35
sauropods.win,mstdn.social,74
topspicy.social,mstdn.social,23
phoenix.masto.host,mstdn.social,5
birdbutt.com,mstdn.social,5
social.codeofamor.net,mstdn.social,26
deepspace.social,mstdn.social,13
post.lurk.org,mstdn.social,19
hci.social,mstdn.social,19
rebel-lion.uk,mstdn.social,1
mastodon.la,mstdn.social,25
mapstodon.space,mstdn.social,32
chirp.zadzmo.org,mstdn.social,19
merveilles.town,mstdn.social,52
masto.bike,mstdn.social,39
muenster.im,mstdn.social,6
puntarella.party,mstdn.social,7
skrivel.se,mstdn.social,1
wikis.world,mstdn.social,10
puppo.space,mstdn.social,1
social.fluxfox.dev,mstdn.social,5
social.jondev.lol,mstdn.social,7
pdx.sh,mstdn.social,1
augsburg.social,mstdn.social,18
tldr.nettime.org,mstdn.social,12
smeap.com,mstdn.social,2
mastodon.despise.computer,mstdn.social,3
transitory.social,mstdn.social,4
veganism.social,mstdn.social,60
retrochat.online,mstdn.social,4
toot.lgbt,mstdn.social,7
techfieldday.net,mstdn.social,2
social.troll.academy,mstdn.social,11
social.furry.nz,mstdn.social,3
mast.hpc.social,mstdn.social,14
mastodon.well.com,mstdn.social,15
akkoma.dogphilosophy.net,mstdn.social,18
opensocial.media,mstdn.social,7
icosahedron.website,mstdn.social,31
fedi.monkee.ch,mstdn.social,3
101010.pl,mstdn.social,18
gensokyo.social,mstdn.social,2
social.pmj.rocks,mstdn.social,7
mograph.social,mstdn.social,28
hackers.town,mstdn.social,71
eupolicy.social,mstdn.social,21
pynews.com.br,mstdn.social,2
bend.town,mstdn.social,1
503junk.house,mstdn.social,2
toot.me.uk,mstdn.social,2
mastodon.louis-vallat.dev,mstdn.social,12
m.nintendojo.fr,mstdn.social,2
gardenstate.social,mstdn.social,42
hoosier.social,mstdn.social,33
social.dytrych.cloud,mstdn.social,2
digipres.club,mstdn.social,30
ohai.social,wxw.moe,62
eldritch.cafe,wxw.moe,17
wehavecookies.social,wxw.moe,17
mas.to,oldbytes.space,12
makai.chaotic.ninja,oldbytes.space,1
urusai.social,urusai.social,37
breta.moe,urusai.social,2
beige.party,urusai.social,7
toot.community,urusai.social,2
apobangpo.space,urusai.social,2
metalhead.club,urusai.social,1
qoto.org,oldbytes.space,2
graphics.social,oldbytes.space,3
mastodon.social,oldbytes.space,84
mastodon.uno,oldbytes.space,3
bonn.social,oldbytes.space,1
nrw.social,oldbytes.space,1
oldbytes.space,oldbytes.space,48
heikosart.eu,mstdn.business,19
mastodon.nl,mstdn.business,1
mastdn.social,mstdn.business,1
social.vivaldi.net,mstdn.business,2
c.im,mastodon.ozioso.online,5
beige.party,mastodon.ozioso.online,17
union.place,chaos.social,4
social.wxcafe.net,chaos.social,6
mastodon.sdf.org,chaos.social,54
hutt.social,chaos.social,1
federated.coffee,chaos.social,6
kolektiva.social,chaos.social,105
autonomous.zone,chaos.social,1
musician.social,chaos.social,4
dju.social,chaos.social,9
petrous.vislae.town,chaos.social,11
social.opendesktop.org,chaos.social,1
plushies.social,chaos.social,46
social.c1710.de,chaos.social,37
fedi.ctu.cx,chaos.social,4
epsom.social,chaos.social,1
fediscience.org,chaos.social,36
mastodon.shbbl.dev,chaos.social,1
toot.works,chaos.social,7
mastodon.radio,chaos.social,58
vmst.io,chaos.social,12
nona.social,chaos.social,3
leds.social,chaos.social,29
mastodon.nu,chaos.social,33
social.afront.org,chaos.social,2
pawb.fun,chaos.social,10
sleeping.town,chaos.social,28
catwithaclari.net,chaos.social,1
plasmatrap.com,chaos.social,8
mastodon.chaosfield.at,chaos.social,21
donotsta.re,chaos.social,25
transfem.boywife.top,chaos.social,2
tacobelllabs.net,chaos.social,34
dosgame.club,chaos.social,3
social.treehouse.systems,chaos.social,97
haj.magmaus3.eu.org,chaos.social,1
social.cartoon-aa.xyz,chaos.social,1
mastodon.half-shot.uk,chaos.social,1
defcon42.net,chaos.social,8
loma.ml,chaos.social,23
mindly.social,chaos.social,14
mastodon.uno,chaos.social,30
sunny.garden,chaos.social,60
dice.camp,chaos.social,36
dragon.style,chaos.social,1
mammut.gogreenit.net,chaos.social,4
social.sciences.re,chaos.social,4
wooded.stream,chaos.social,3
sciences.social,chaos.social,11
woof.group,chaos.social,6
social.running.cafe,chaos.social,7
cupoftea.social,chaos.social,10
blobfox.coffee,chaos.social,7
dmv.community,chaos.social,5
floss.social,chaos.social,27
techhub.social,chaos.social,75
mstdn.games,chaos.social,47
ecoevo.social,chaos.social,5
gamepad.club,chaos.social,5
thecanadian.social,chaos.social,2
toot.wales,chaos.social,15
mastodon.nl,chaos.social,52
mostr.pub,chaos.social,10
bananen.software,chaos.social,2
mastodon.sboots.ca,chaos.social,1
social.node001.net,chaos.social,16
bunt.social,chaos.social,39
lebalkon.de,chaos.social,2
mastodon.catwuschel.com,chaos.social,21
friendica.myportal.social,chaos.social,3
hackers.town,chaos.social,42
cultofshiv.wtf,chaos.social,1
lsbt.me,chaos.social,10
fedi.tasossah.com,chaos.social,1
trpg.cloud,o3o.ca,19
dvd.chat,o3o.ca,44
gensokyo.town,o3o.ca,10
mastodon.uno,mamot.fr,13
merveilles.town,mamot.fr,6
planet.moe,o3o.ca,22
pl.eragon.re,mamot.fr,1
mastodon.top,c.im,3
bsky.brid.gy,c.im,1
techhub.social,c.im,25
heads.social,c.im,12
hub.netzgemeinde.eu,c.im,1
syringa.social,c.im,5
bne.social,c.im,7
noauthority.social,c.im,2
famichiki.jp,c.im,3
mastodon.africa,c.im,4
writing.exchange,c.im,18
sueden.social,c.im,9
social.treehouse.systems,mastodon.sdf.org,3
mstdn.party,mastodon.sdf.org,3
defcon.social,mastodon.sdf.org,1
dads.cool,mastodon.sdf.org,2
toot.dusepo.co.uk,mastodon.sdf.org,1
stefanbohacek.online,mastodon.sdf.org,1
toot-lab.reclaim.technology,mastodon.sdf.org,1
mastodon.thirring.org,mastodon.sdf.org,1
universeodon.com,mastodon.sdf.org,14
kind.social,mastodon.sdf.org,4
a2mi.social,mastodon.sdf.org,1
glammr.us,mastodon.sdf.org,2
kolektiva.social,mastodon.sdf.org,7
queer.party,social.vivaldi.net,14
mstdn.ca,social.vivaldi.net,24
vmst.io,social.vivaldi.net,6
sunny.garden,social.vivaldi.net,24
norden.social,social.vivaldi.net,46
kinky.business,social.vivaldi.net,7
photog.social,social.vivaldi.net,27
gts.harvestntech.fr,social.vivaldi.net,2
writing.exchange,social.vivaldi.net,13
social.cologne,social.vivaldi.net,8
hessen.social,social.vivaldi.net,16
hcommons.social,social.vivaldi.net,2
valenciapa.ws,mastodon.gamedev.place,3
meow.social,mastodon.gamedev.place,50
mastodon.design,mastodon.gamedev.place,4
wspanialy.eu,mastodon.gamedev.place,1
livellosegreto.it,mastodon.gamedev.place,14
chirp.enworld.org,mastodon.gamedev.place,9
mstdn.social,mastodon.gamedev.place,49
iosdev.space,mastodon.gamedev.place,2
floofy.tech,mastodon.gamedev.place,13
c.im,mastodon.gamedev.place,26
dice.camp,mastodon.gamedev.place,48
mst.universoalterno.es,masto.es,5
mas.to,masto.es,84
fosstodon.org,masto.es,7
post.lurk.org,masto.es,2
class.lunanova.dev,yandere.cc,11
mk2.toyoko.in,iyasaretai.pw,1
mastodon.social,mstdn.tokyocameraclub.com,14
mstdn.tokyocameraclub.com,mstdn.tokyocameraclub.com,47
socel.net,mstdn.tokyocameraclub.com,1
pixelfed.de,mstdn.tokyocameraclub.com,4
mastodon.online,freesoftwareextremist.com,2
mastodon.social,net4sw.com,106
kinky.business,net4sw.com,18
mstdn.jp,net4sw.com,7
baraag.net,net4sw.com,2
muenchen.social,net4sw.com,1
noods.fun,net4sw.com,1
mastodon.zaclys.com,oisaur.com,1
mastodon.social,oisaur.com,2
mas.to,oisaur.com,1
labyrinth.zone,mas.to,31
social.screamingatmyscreen.com,mas.to,6
jayesh.info,mas.to,2
mastodon.nzoss.nz,fosstodon.org,3
layer8.space,fosstodon.org,14
mstdn.science,fosstodon.org,18
tsukihi.me,fosstodon.org,6
social.chinwag.org,fosstodon.org,7
famichiki.jp,fosstodon.org,18
n-odes.social,fosstodon.org,3
