发起实例,目标实例,互动次数
troet.cafe,social.klein.ruhr,1
bildung.social,social.klein.ruhr,1
fosstodon.org,toot.finfur.net,1
pounced-on.me,toot.finfur.net,3
chitter.xyz,toot.finfur.net,4
furry.engineer,toot.finfur.net,3
mastoart.social,toot.finfur.net,1
mastodon.art,toot.finfur.net,2
meow.social,toot.finfur.net,10
tech.lgbt,toot.finfur.net,4
woof.tech,toot.finfur.net,1
floofy.tech,toot.finfur.net,2
pawb.fun,toot.finfur.net,1
ohai.social,toot.finfur.net,1
fuzzyfox.social,toot.finfur.net,2
mastodon.is-hardly.online,toot.finfur.net,1
blimps.xyz,toot.finfur.net,1
toot.community,toot.finfur.net,1
packmates.org,toot.finfur.net,1
nyan.network,toot.finfur.net,2
bark.lgbt,toot.finfur.net,2
chaos.social,toot.finfur.net,2
federation.network,toot.finfur.net,1
squawk.social,toot.finfur.net,1
mk.absturztau.be,toot.finfur.net,1
furries.club,toot.finfur.net,1
sunny.garden,toot.finfur.net,1
gts.apicrim.es,toot.finfur.net,1
hom.ph,toot.finfur.net,1
yip.vulpine.engineer,toot.finfur.net,1
slime.global,toot.finfur.net,1
mastodon.chaosfield.at,toot.finfur.net,1
hackers.town,toot.finfur.net,1
derg.social,toot.finfur.net,1
eldritch.cafe,toot.finfur.net,1
wetdry.world,toot.finfur.net,1
scalie.zone,toot.finfur.net,1
fosstodon.org,status.kinlan.me,1
social.cologne,privacyofficers.social,1
mastodon.social,social.elbespace.de,1
snabelen.no,skvip.lol,3
oslo.town,skvip.lol,1
mastodon.scot,skvip.lol,1
fribygda.no,skvip.lol,1
federate.social,social.perceptiveconstructs.com,1
mastodon.social,social.perceptiveconstructs.com,1
mastodon.social,mastodon.giftedmc.com,1
tech.lgbt,mastodon.giftedmc.com,1
chaos.social,social.ffmuc.net,2
mastodon.social,social.nozbe.com,1
mstdn.social,mstdn.esp.nl,1
lgbtqia.space,mstdn.esp.nl,1
mastodon.nl,mstdn.esp.nl,1
toot.wales,mastodon.iftas.org,2
oliphant.social,mastodon.iftas.org,1
fedia.io,mastodon.iftas.org,1
ohai.social,mastodon.iftas.org,1
chaos.social,schuppentier.social,1
mastodon.social,thestopbutton.social,1
mastodon.sdf.org,scipost.social,1
fosstodon.org,micro.arda.pw,1
chaos.social,bytearray.eu,5
mastodon.catgirl.cloud,bytearray.eu,1
capivarinha.club,rocktriste.club,1
tweesecake.social,social.wolfe.casa,2
social.chrisco.me,social.rootaccess.org,1
mastodon.roe.dev,mastodon.moussaclarke.co.uk,1
wxw.moe,petlover.eu.org,2
m.otter.homes,petlover.eu.org,1
merveilles.town,coolkids.house,1
weirder.earth,pennytucker.social,1
fundraising.social,fundraising.social,1
nrw.social,friendica.ingram-braun.net,1
mstdn.social,m.objc.io,1
ohai.social,m.objc.io,1
tenforward.social,m.objc.io,1
mastodon.social,m.divita.eu,1
dvd.chat,pleroma.xyenon.bid,1
kazv.moe,pleroma.xyenon.bid,1
animal.business,akkoma.chez.chat,1
woof.group,akkoma.chez.chat,1
mastodon.social,buttplug.engineer,6
woof.tech,buttplug.engineer,1
furry.engineer,buttplug.engineer,3
mond-basis.eu,buttplug.engineer,2
woof.group,buttplug.engineer,3
chaos.social,buttplug.engineer,3
cubhub.social,buttplug.engineer,1
mastodon.hypnoguys.com,buttplug.engineer,2
guild.pmdcollab.org,buttplug.engineer,1
meow.social,buttplug.engineer,4
wandering.shop,buttplug.engineer,3
soc.kouett.net.eu.org,buttplug.engineer,2
computerfairi.es,buttplug.engineer,2
pandapla.net,buttplug.engineer,2
eldritch.cafe,buttplug.engineer,2
glaceon.social,buttplug.engineer,1
gulp.cafe,buttplug.engineer,2
tech.lgbt,buttplug.engineer,2
blob.love,buttplug.engineer,1
cloudisland.nz,buttplug.engineer,2
kind.social,buttplug.engineer,1
yip.vulpine.engineer,buttplug.engineer,2
queer.party,buttplug.engineer,1
indieweb.social,abraum.social,1
icosahedron.website,abraum.social,1
chaos.social,abraum.social,1
wetdry.world,abraum.social,1
dotnet.social,abraum.social,1
furs.social,social.riversouldiers.dk,1
helvede.net,social.riversouldiers.dk,1
mas.to,social.riversouldiers.dk,1
mastodon.gamedev.place,mikecoats.social,2
kolektiva.social,mikecoats.social,1
social.vivaldi.net,mikecoats.social,1
mtd.pythonasia.org,mtd.pythonasia.org,1
fosstodon.org,mtd.pythonasia.org,1
framapiaf.org,asso.lgbt,5
eldritch.cafe,asso.lgbt,19
queer.party,asso.lgbt,1
mastodon.social,asso.lgbt,17
bsky.brid.gy,asso.lgbt,9
piaille.fr,asso.lgbt,6
problemes.eu.org,asso.lgbt,4
nileane.fr,asso.lgbt,1
masto.bike,asso.lgbt,7
lukyan.eu,snep.place,1
social.tchncs.de,social.spiezmaestro.ch,1
mountains.social,social.spiezmaestro.ch,1
vm.io,social.spiezmaestro.ch,1
mastodon.social,social.spiezmaestro.ch,1
hachyderm.io,social.spiezmaestro.ch,2
social.nokes.name,toots.coronet.io,1
tinnies.club,toots.coronet.io,1
ak.ari.lt,crumb.lt,3
river.group.lt,crumb.lt,3
piaille.fr,mastodon.libreon.fr,1
bitbang.social,ambrosia.cafe,1
meow.social,mastodon.wolfssocial.space,28
forgi.social,mastodon.wolfssocial.space,1
mastodon.bierschutzpartei.de,mastodon.wolfssocial.space,2
mastodon.is-hardly.online,mastodon.wolfssocial.space,2
woof.tech,mastodon.wolfssocial.space,5
furry.engineer,mastodon.wolfssocial.space,7
icy.arcticfluff.eu,mastodon.wolfssocial.space,2
guild.pmdcollab.org,mastodon.wolfssocial.space,1
tech.lgbt,mastodon.wolfssocial.space,3
woof.group,mastodon.wolfssocial.space,1
pawb.fun,mastodon.wolfssocial.space,2
fedi.rib.gay,mastodon.wolfssocial.space,1
floofy.tech,mastodon.wolfssocial.space,2
bark.lgbt,mastodon.wolfssocial.space,2
focal.love,mastodon.wolfssocial.space,2
infosec.exchange,mastodon.wolfssocial.space,1
dog-pound.de,mastodon.wolfssocial.space,2
lighttheunicorn.horse,mastodon.wolfssocial.space,1
akkoma.xn--pikabl-0xa.se,mastodon.wolfssocial.space,1
fedi.xwyqi.org,mastodon.wolfssocial.space,1
masto.asonix.dog,mastodon.wolfssocial.space,2
pizza.enby.city,mastodon.wolfssocial.space,1
blimps.xyz,mastodon.wolfssocial.space,2
tilde.zone,mastodon.wolfssocial.space,1
critter.cafe,mastodon.wolfssocial.space,2
fursuits.online,mastodon.wolfssocial.space,1
lukyan.eu,mastodon.wolfssocial.space,1
fellies.social,mastodon.wolfssocial.space,3
leds.social,mastodon.gadgetoid.com,1
akko.gay-garden.no,akko.gay-garden.no,1
queer.cool,posts.adamw.social,1
tech.lgbt,posts.adamw.social,1
swiss.social,republik.social,1
social.g2od.ch,republik.social,1
infosec.exchange,republik.social,2
hessen.social,republik.social,1
kanoa.de,republik.social,1
troet.cafe,republik.social,1
mastodon.social,republik.social,2
chaos.social,republik.social,1
norden.social,univention.social,1
aus.social,snipetteville.in,1
mastodon.art,snipetteville.in,1
mastodon.social,snipetteville.in,1
petrous.vislae.town,snipetteville.in,1
bark.lgbt,awoo.town,1
packmates.org,awoo.town,1
woof.group,awoo.town,1
awoo.town,awoo.town,1
rubber.social,awoo.town,1
social.lol,mastodon.lqx.net,1
karlsruhe-social.de,typo3.social,1
troet.cafe,typo3.social,1
ruhr.social,typo3.social,1
phpc.social,typo3.social,1
toot.boston,datavis.social,1
mas.to,datavis.social,1
wikis.world,datavis.social,1
follow.ethanmarcotte.com,datavis.social,1
universeodon.com,datavis.social,1
vis.social,datavis.social,1
hachyderm.io,social.davesnider.com,1
mastodon.cloud,social.davesnider.com,1
mastodon.social,social.davesnider.com,2
nerdculture.de,hostc.at,2
mastodon.online,hostc.at,4
sueden.social,hostc.at,1
toot.cat,hostc.at,2
tech.lgbt,hostc.at,1
bildung.social,fedilab.de,5
bonn.social,fedilab.de,1
mastodon.social,fedilab.de,2
ioc.exchange,mastodon.themarkup.org,1
aelf.ee,mastodon.themarkup.org,1
chaos.social,mastodon.themarkup.org,1
dice.camp,mastodon.themarkup.org,2
beige.party,mastodon.themarkup.org,1
ngmx.com,mastodon.themarkup.org,2
sfba.social,mastodon.themarkup.org,4
mastodon.energy,mastodon.themarkup.org,1
typetura.social,mastodon.themarkup.org,1
hachyderm.io,mastodon.themarkup.org,2
mastodon.social,mastodon.themarkup.org,3
sciences.social,mastodon.themarkup.org,1
urusai.social,mastodon.themarkup.org,1
mas.to,mastodon.themarkup.org,2
infosec.exchange,mastodon.themarkup.org,1
mastodon.social,social.droppedbits.com,1
poweredbygay.social,social.maleo.uk,1
mastodon.nz,social.maleo.uk,1
chaos.social,mastodon.theshowshow.tv,1
social.coop,async.social,1
social.alton.cloud,social.alton.cloud,3
mastodon.delroth.net,social.kern.pm,1
wandering.shop,social.exclaimindustries.net,1
archaeo.social,morph.oksocial.net,1
mamot.fr,mstdn.kodein.be,1
hachyderm.io,quietcar.social,1
dosgame.club,quietcar.social,1
phpc.social,d3f4ult.space,1
piaille.fr,colter.social,2
framapiaf.org,colter.social,3
mastodon.libre-entreprise.com,colter.social,1
h4.io,colter.social,1
mastodon.top,colter.social,1
mamot.fr,colter.social,1
mastodon.social,colter.social,1
pouet.chapril.org,colter.social,1
infosec.exchange,mastodon.seism0saurus.de,2
mastodon.social,piou.foolbazar.eu,1
pfeifling.de,piou.foolbazar.eu,1
hacky.town,piou.foolbazar.eu,1
mastodon.bsd.cafe,piou.foolbazar.eu,1
bsd.network,piou.foolbazar.eu,1
mastodon.sdf.org,piou.foolbazar.eu,2
infosec.exchange,social.authbypass.com,1
mastodon.radio,social.authbypass.com,1
mastodon.social,social.authbypass.com,1
mastodon.social,toot.krivokuca.dev,1
mastodon.social,mstdn.facb69.com.br,1
mastodon.social,social.partiarazem.pl,3
is-a.cat,social.partiarazem.pl,1
pol.social,social.partiarazem.pl,3
lewacki.space,social.partiarazem.pl,2
mastodon.world,social.partiarazem.pl,2
kolektiva.social,social.partiarazem.pl,2
mstdn.social,social.partiarazem.pl,2
circumstances.run,social.partiarazem.pl,1
woof.tech,social.partiarazem.pl,1
mastodon.internet-czas-dzialac.pl,social.partiarazem.pl,1
toot.community,mastodon.durrans.com,1
mastodon.nl,toots.deds.nl,2
mastodon.social,mastodon.r-flash.eu,3
autisticpri.de,mastodon.r-flash.eu,1
mastodon.gamedev.place,mastodon.r-flash.eu,1
genart.social,mastodon.r-flash.eu,1
mastodon.art,mastodon.r-flash.eu,1
chaos.social,mastodon.r-flash.eu,1
framapiaf.org,pleroma.chagratt.site,1
xn--ratatskr-r4a.de,huskies.online,1
woof.group,huskies.online,1
blimps.xyz,huskies.online,1
maniakey.homes,kapuverse.net,8
maniakey.com,kapuverse.net,5
bne.social,stephenwuebker.social,1
ruby.social,social.tomstu.art,2
mastodon.social,mastodon.mudkips.net,5
dice.camp,mastodon.mudkips.net,1
hachyderm.io,mastodon.mudkips.net,1
mastodon.social,intuitivefuture.com,4
indieweb.social,intuitivefuture.com,1
mastodon.sdf.org,intuitivefuture.com,1
toots.inbutts.lol,intuitivefuture.com,1
anticapitalist.party,mastodon.spesh.com,1
dmv.community,mastodon.spesh.com,1
weirder.earth,mastodon.spesh.com,1
sfba.social,mastodon.spesh.com,1
akko.wtf,ue.oiaa.aaio.eu,1
social.e-editiones.org,social.e-editiones.org,3
fedihum.org,social.e-editiones.org,1
vis.social,social.e-editiones.org,1
fediscience.org,social.e-editiones.org,1
social.anoxinon.de,social.e-editiones.org,1
mastodon.social,social.rutland.org.uk,1
fantastic.earth,soc.nym.se,2
mastodon.au,soc.nym.se,1
mastodon.social,soc.nym.se,4
mastodon.social,mastodon.lo0.uk,1
tkz.one,mastodon.xe1val.my.id,1
mastodon.plus2tele.com,mastodon.plus2tele.com,3
pleroma.envs.net,net.megmer.net,1
social.tchncs.de,inne.city,1
mastodon.nz,joopleberry.garden,1
social.asjk.xyz,aisler.social,2
infosec.exchange,aisler.social,1
fosstodon.org,aisler.social,3
focal.love,kryptopraktik.se,1
pixelfed.social,kryptopraktik.se,4
androiddev.social,kryptopraktik.se,1
troet.cafe,kryptopraktik.se,5
mastodon.social,kryptopraktik.se,2
mastodon.art,kryptopraktik.se,2
mastodon.sdf.org,kryptopraktik.se,1
social.spejset.org,kryptopraktik.se,1
mastodon.online,social.vsp.ink,1
twit.social,social.vsp.ink,1
mastodon.social,social.vsp.ink,2
social.dssc.io,social.vsp.ink,1
fosstodon.org,b68web.xyz,1
witter.cz,crime.st,1
floofy.tech,sparkgap.marsfreeradio.org,1
nerdculture.de,sparkgap.marsfreeradio.org,1
universeodon.com,sparkgap.marsfreeradio.org,1
mastodon.ml,social.defenestrate.it,1
mastodon.social,mastodon.hegedus.me,2
mastodon.scot,foxylo.xyz,1
dresden.network,sheppi.es,1
fursuits.online,sheppi.es,2
social.vivaldi.net,sheppi.es,2
mastodon.world,sheppi.es,1
mastodon.social,sheppi.es,8
pixelfed.automat.click,sheppi.es,1
mastodon.green,sheppi.es,1
mstdn.ca,sheppi.es,1
pagan.plus,sheppi.es,1
mountains.social,sheppi.es,1
mastodon.sdf.org,sheppi.es,1
discuss.systems,sheppi.es,1
pdx.social,sheppi.es,1
mstdn.social,sheppi.es,2
beige.party,sheppi.es,1
social.treehouse.systems,sheppi.es,2
ieji.de,sheppi.es,1
pixelfed.social,sheppi.es,1
lukyan.eu,sheppi.es,1
mastodon.cysioland.pl,sheppi.es,2
social.bonifacelabs.ca,social.bonifacelabs.ca,1
mastodon.social,social.bonifacelabs.ca,1
the.caffeination.space,hi.lysianth.us,2
blorbo.social,hi.lysianth.us,2
hol.ogra.ph,hi.lysianth.us,1
fosstodon.org,masto.trtmn.io,1
mas.to,masto.trtmn.io,1
baraag.net,candyuniverse.art,29
aethy.com,candyuniverse.art,2
gameliberty.club,candyuniverse.art,2
mastodontech.de,social.ceod.net,1
mastodon.social,mastodon.electro.social,1
social.cologne,mastodon.0xcb.dev,1
queer.party,eu-isoe-west-1.com,1
oldbytes.space,eu-isoe-west-1.com,1
fedi.rib.gay,eu-isoe-west-1.com,2
tiggi.es,eu-isoe-west-1.com,1
poa.st,eu-isoe-west-1.com,1
norden.social,eu-isoe-west-1.com,1
phoenix.masto.host,eu-isoe-west-1.com,1
glauca.space,eu-isoe-west-1.com,1
chaosfurs.social,eu-isoe-west-1.com,1
meow.social,eu-isoe-west-1.com,1
mastodon.social,worst.computer,5
focal.love,wooded.stream,2
dragonscave.space,wooded.stream,1
mastodon.world,wooded.stream,3
sfba.social,wooded.stream,5
mastodon.sdf.org,wooded.stream,4
photog.social,wooded.stream,2
mastodon.scot,wooded.stream,2
micro.jacksonchen666.com,wooded.stream,1
mastodon.radio,wooded.stream,1
social.tulsa.ok.us,wooded.stream,1
todon.nl,wooded.stream,1
mastodon.social,wooded.stream,47
mastodon.nl,wooded.stream,1
c.im,wooded.stream,2
universeodon.com,wooded.stream,4
ohai.social,wooded.stream,2
fosstodon.org,wooded.stream,5
hachyderm.io,wooded.stream,4
mastodon.art,wooded.stream,11
pixelfed.social,wooded.stream,6
knowscore.social,wooded.stream,1
mas.to,wooded.stream,6
sauropods.win,wooded.stream,1
techhub.social,wooded.stream,3
mastodon.ie,wooded.stream,3
mstdn.games,wooded.stream,2
zirk.us,wooded.stream,1
beige.party,wooded.stream,5
ecoevo.social,wooded.stream,1
tech.lgbt,wooded.stream,2
newsie.social,wooded.stream,1
exile.town,wooded.stream,2
sigmoid.social,wooded.stream,1
plush.city,wooded.stream,1
friend.camp,wooded.stream,1
sunny.garden,wooded.stream,4
mstdn.social,wooded.stream,12
infosec.exchange,wooded.stream,5
mastodon.hams.social,wooded.stream,1
zeroes.ca,wooded.stream,3
expressional.social,wooded.stream,1
fem.social,nicht-so.social,1
catcatnya.com,nicht-so.social,1
chaos.social,nicht-so.social,1
c.im,mwtaylor.social,1
chaos.social,toot24.de,1
social.stellers.gay,snake.cool,1
mastodon.social,social.musing.studio,1
writing.exchange,social.musing.studio,1
tty.icu,tty.icu,1
kuu.moe,tty.icu,1
mastodon.social,don.rag.pub,3
mindly.social,sns.dougetsusha.com,2
writing.exchange,sns.dougetsusha.com,4
mastodon.social,sns.dougetsusha.com,5
mastodon.nl,sns.dougetsusha.com,2
mstdn.games,sns.dougetsusha.com,1
historians.social,sns.dougetsusha.com,2
mstdn.social,sns.dougetsusha.com,2
bookstodon.com,sns.dougetsusha.com,2
mastodonapp.uk,sns.dougetsusha.com,2
zirk.us,sns.dougetsusha.com,1
helvede.net,mastodon.moso.dev,2
mastodon.social,mastodon.moso.dev,1
mstdn.dk,mastodon.moso.dev,2
vmst.io,hwang.me.uk,1
toad.social,hwang.me.uk,1
focal.love,creature.garden,1
pixel.art3mis.de,creature.garden,1
mastodon.vhome.info,creature.garden,1
mastodon.social,creature.garden,5
ribeiro.social,creature.garden,1
troet.cafe,creature.garden,1
mstdn.ca,creature.garden,2
mstdn.social,creature.garden,1
mastodon.social,pleroma.zabaglione.net,1
social.aa.net.uk,pleroma.zabaglione.net,1
hachyderm.io,masto.badger-tailor.ts.net,1
monads.online,glegle.party,1
social.linux.pizza,m.in0rdr.ch,1
sauropods.win,social.zkolar.xyz,1
dill.burggit.moe,masto.dimebox.net,1
masto.pt,mastodon.plaureano.com,2
mastodon.online,akkoma.djalexkidd.ovh,1
mastodon.social,akkoma.djalexkidd.ovh,4
universeodon.com,mastodon.yaroze.org,1
mastodon.social,mastodon.yaroze.org,1
tiny.tilde.website,facts.computer,1
mastodon.social,facts.computer,5
fosstodon.org,facts.computer,1
mas.to,facts.computer,1
pawb.fun,facts.computer,2
yiff.life,facts.computer,1
lukyan.eu,facts.computer,1
furry.engineer,facts.computer,1
glauca.space,facts.computer,1
mastodon.online,facts.computer,1
toot.io,facts.computer,1
sunny.garden,facts.computer,1
infosec.exchange,facts.computer,1
ohai.social,facts.computer,1
mastodon.grumpfff.fr,mastodon.grumpfff.fr,1
hachyderm.io,social.pfzetto.de,1
diasporasocial.net,friendica.ambag.es,1
sueden.social,freundica.de,1
ruhr.social,freundica.de,1
mastodon.social,freundica.de,1
social.tchncs.de,social.antifa.club,1
troet.cafe,social.antifa.club,2
dju.social,mstdn.social,16
spoonie.community,mstdn.social,4
attractive.space,mstdn.social,1
labyrinth.social,mstdn.social,4
physchem.science,mstdn.social,18
mastodon.circle.lt,mstdn.social,4
hobbiton.masto.host,mastodon.art,7
photodn.net,mastodon.art,1
fedihum.org,mastodon.art,7
mas.todon.rocks,infosec.exchange,4
sipstea.town,infosec.exchange,1
krigskunst.social,infosec.exchange,3
stereophonic.space,mstdn.social,1
linuxlab.sh,mastodon.world,1
nattomaki.social,hachyderm.io,1
social.europlus.zone,sfba.social,2
donphan.social,sfba.social,1
lingo.lol,aus.social,3
NerdJoy.social,aus.social,1
apobangpo.space,aus.social,8
ohay.ooo,aus.social,7
social.openpsychology.net,aus.social,2
m.ai6yr.org,aus.social,8
mastodon.nebulon.de,mstdn.social,1
society.oftrolls.com,mstdn.social,6
sueden.social,mstdn.ca,6
summerwind.blue,mstdn.ca,1
mstdn.love,mstdn.ca,1
mastodon.com.tr,mstdn.ca,2
techhub.social,nrw.social,3
fedi.catboy.agency,nrw.social,1
lazysocial.de,nrw.social,3
toot.cafe,nrw.social,1
preciouslittle.life,chitter.xyz,1
blorbo.social,mastodon.nz,1
apobangpo.space,mastodon.nz,2
mastodon.me.uk,mastodon.nz,2
toot.cat,mastodon.nz,3
veganism.social,mastodon.nz,1
eldritch.cafe,nerdculture.de,1
nrw.social,nerdculture.de,1
piaille.fr,fediscience.org,3
akademienl.social,fediscience.org,2
nrw.social,social.coop,1
techhub.social,social.coop,7
fediscience.org,social.coop,9
nfld.me,social.coop,1
epicure.social,social.coop,2
morphnet.de,social.coop,1
gaygeek.social,social.coop,1
curttech.com,social.coop,1
expressional.social,social.coop,2
swiss.social,social.coop,1
mendeddrum.org,social.coop,1
ruhr.social,social.coop,1
social.jondev.lol,social.coop,1
toot.community,social.coop,1
buc.ci,social.coop,1
ibe.social,social.coop,1
indieweb.social,social.coop,6
mastodon.scot,social.coop,4
toot.boston,social.coop,1
mstdn.jp,social.coop,3
nyan.network,social.coop,1
mstdn.party,social.coop,2
mastodon.me.uk,social.coop,1
apobangpo.space,social.coop,1
mastodon.nz,social.coop,3
sciences.social,fediscience.org,4
eigenmagic.net,metalhead.club,1
cyberplace.social,metalhead.club,1
apobangpo.space,metalhead.club,1
social.unboiled.info,metalhead.club,1
blovice.bahnhof.cz,metalhead.club,1
en.osm.town,metalhead.club,1
dice.camp,metalhead.club,4
floss.social,metalhead.club,1
qoto.org,sociale.network,1
mastodon.uno,sociale.network,6
mastodon.nl,sociale.network,1
mastodon.social,sociale.network,2
sociale.network,sociale.network,4
mastodon.bida.im,sociale.network,1
mamot.fr,shelter.moe,4
mastodon.sdf.org,shelter.moe,1
mastodon.world,shelter.moe,1
hostux.social,shelter.moe,1
eldritch.cafe,shelter.moe,4
peculiar.florist,shelter.moe,1
toot.aquilenet.fr,shelter.moe,1
tchafia.be,shelter.moe,1
phpc.social,hostux.social,1
digitalcourage.social,dresden.network,6
mastodon.de,dresden.network,12
misskey.de,dresden.network,3
afterspace.rocks,dresden.network,6
swiss.social,dresden.network,3
mstdn.social,dresden.network,4
bildung.social,dresden.network,5
fnordon.de,dresden.network,8
23.social,dresden.network,3
mostr.pub,liberdon.com,4
mastodon.ctseuro.com,liberdon.com,1
shitposter.world,liberdon.com,1
mastodon.social,toot.aquilenet.fr,2
bdx.town,toot.aquilenet.fr,1
pouet.chapril.org,toot.aquilenet.fr,1
masto.bike,toot.aquilenet.fr,2
hostux.social,toot.aquilenet.fr,1
mastouille.fr,toot.aquilenet.fr,1
aleph.land,toot.aquilenet.fr,1
mamot.fr,toot.aquilenet.fr,1
boitam.eu,toot.aquilenet.fr,1
mastodon.cr,fnordon.de,1
bildung.social,fnordon.de,6
muenchen.social,fnordon.de,4
berlin.social,fnordon.de,9
kanoa.de,fnordon.de,2
friendica.world,fnordon.de,1
troet.social,fnordon.de,2
mstdn.io,fnordon.de,13
merveilles.town,functional.cafe,1
piaille.fr,functional.cafe,1
blackrock.city,functional.cafe,2
chaosfem.tw,functional.cafe,1
xn--nanako--c83f6n.mooo.com,functional.cafe,1
lgbtqia.space,mastorol.es,1
queer.party,mastorol.es,1
foojay.social,genomic.social,1
masto.es,owo.cafe,3
toot.cat,mementomori.social,2
mastodonsweden.se,mementomori.social,2
social.vivaldi.net,mementomori.social,1
society.oftrolls.com,mementomori.social,1
sociale.network,mementomori.social,2
fediscience.org,mementomori.social,2
frankenwolke.com,mastodon.gal,1
masto.es,mastodon.gal,6
todon.eu,mastodon.gal,1
todon.eu,xarxa.cloud,3
todon.nl,xarxa.cloud,5
toot.io,xarxa.cloud,1
laterracita.online,xarxa.cloud,1
mastorol.es,xarxa.cloud,2
universeodon.com,bookstodon.com,2
mastodonapp.uk,bookstodon.com,2
hcommons.social,bookstodon.com,2
mastodon.au,bookstodon.com,3
zirk.us,bookstodon.com,3
mastodon.world,musicians.today,2
tau-ceti.space,brain.worm.pink,1
linfan.moe,brain.worm.pink,8
pl.ijs01140.dev,raptol.net,1
fedibird.com,raptol.net,4
gamingjp.org,raptol.net,10
shrine.moe,brain.worm.pink,1
mstdn.jp,arc-en-ciel.hostdon.ne.jp,19
heislandmine.work,arc-en-ciel.hostdon.ne.jp,1
gorone.xyz,arc-en-ciel.hostdon.ne.jp,3
mstdn-jp.site,arc-en-ciel.hostdon.ne.jp,1
podcasts.social,idw-online.social,1
gts.aylamz.me,a.bloodyno.se,1
vkl.world,mastodon.gomzik.xyz,18
dice.camp,feltmarker.uk,1
mastodon.art,feltmarker.uk,1
mastodon.green,feltmarker.uk,2
netzsphaere.xyz,fedi.feministwiki.org,1
shitposter.world,fedi.feministwiki.org,2
jiaojiao.org,jiaojiao.org,1
aleph.land,chaos.social,1
utopia.cool,chaos.social,1
me.dm,chaos.social,3
alive.bar,chaos.social,9
wxw.moe,chaos.social,7
machines.social,chaos.social,3
fedi.lilahexe.top,chaos.social,2
zomglol.wtf,chaos.social,1
social.devteams.at,chaos.social,5
social.mei-home.net,chaos.social,6
fedi.nlpagan.net,chaos.social,1
m.tkw.fm,mastodon-japan.net,1
kono.pub,planet.moe,3
fedi.arkadi.one,chaos.social,2
social.xenofem.me,chaos.social,2
wake.0am.jp,mastodon-japan.net,3
deepthought.infullflow.net,mastodon.nl,1
posts.jacobhaddon.com,mastodon.nl,3
oslo.town,mastodon.nl,3
social.ookami.space,mastodon.nl,4
luzeed.org,nrw.social,2
p.umbriel.fr,mastodon.nl,1
pinksheep.org,mastodon.nl,1
social.tchncs.de,mastodon.au,1
social.dromografos.report,kafeneio.social,1
vocalounge.cafe,famichiki.jp,3
hachyderm.io,famichiki.jp,4
mastodon.ptolemaios.fr,famichiki.jp,1
oldbytes.space,famichiki.jp,2
piaille.fr,famichiki.jp,6
mastodon.cloud,ruby.social,1
phpc.social,ruby.social,1
mastodon.functional.computer,ruby.social,1
piaille.fr,mstdn.fr,4
mastodon.world,glasgow.social,1
toot.cat,bne.social,1
mastodon.acc.sunet.se,mstdn.social,11
mstdn.fr,mstdn.social,4
toot.si,toot.si,3
mastodon.social,toot.si,1
mastodon.art,smutlandia.com,1
mastodon.social,smutlandia.com,1
chaos.social,lustigetiernamenbubble.de,2
freiburg.social,lustigetiernamenbubble.de,1
aoir.social,aoir.social,2
mstdn.isometry.group,fedi.halcyon-is.land,9
m.ocsf.in,fabler.su,1
social.cutie.team,fabler.su,1
calculate.social,fabler.su,1
pawoo.net,ariesmc21.com,1
mstdn.moe,o3o.ca,2
blooming-land.icu,o3o.ca,3
madost.one,planet.moe,7
typo.social,kirakiratter.com,1
wetdry.world,kirakiratter.com,1
misskey.io,kirakiratter.com,3
pawoo.net,kirakiratter.com,1
liberdon.com,spinster.xyz,2
maekongtown.xyz,planet.moe,5
cosocial.ca,famichiki.jp,5
wxw.moe,allships.run,4
mastodon.social,allships.run,4
o3o.ca,allships.run,2
m.jinwei.me,allships.run,1
climatejustice.social,climatejustice.global,2
sueden.social,climatejustice.global,2
mastodon.social,climatejustice.global,5
social.tchncs.de,climatejustice.global,3
chaos.social,climatejustice.global,2
norden.social,climatejustice.global,4
fedibird.com,erscheinung47.com,42
body.social,body.social,41
clubcyberia.co,djsumdog.com,1
mstdn.social,body.social,2
focal.love,stefanbohacek.online,2
lethallava.land,critter.cafe,1
chitter.xyz,critter.cafe,5
social.sveken.au,critter.cafe,1
beep.flawbee.net,critter.cafe,1
mas.to,foojay.social,1
podcasts.social,foojay.social,1
mstdn.jp,mstdn.yue-kichi.world,3
brain.worm.pink,mastodon.balamb.fr,2
social.vlhl.dev,mastodon.balamb.fr,2
gay.camera,mastodon.balamb.fr,1
tech.lgbt,mastodon.balamb.fr,2
akko.wtf,mastodon.balamb.fr,1
queer.party,mastodon.balamb.fr,1
yiff.life,mastodon.balamb.fr,1
zoner.work,mastodon.balamb.fr,1
snug.moe,mastodon.balamb.fr,1
transfem.social,mastodon.balamb.fr,1
hellspawn.gay,mastodon.balamb.fr,1
mountains.social,astronomy.social,1
rollenspiel.social,astronomy.social,2
social.antifa.club,astronomy.social,1
sueden.social,astronomy.social,2
fnordon.de,astronomy.social,1
augsburg.social,astronomy.social,2
pfalz.social,astronomy.social,1
ursal.zone,chaos.social,3
datasci.social,chaos.social,5
troet.cafe,spinster.xyz,1
hope-pf27.moe,social.mikutter.hachune.net,4
fedibird.com,shitposter.world,1
sns.copi.pe,mstdn.poyo.me,2
mstdn.maud.io,mstdn.poyo.me,11
shitpost.cloud,shitposter.world,1
lizards.live,shitposter.world,4
sacred.harpy.faith,shitposter.world,5
netzsphaere.xyz,shitposter.world,33
